subset,k,betas,sum_beta,train_adf_p,train_half_life_minutes,train_std_bps,train_avg_oneway_cost_bps,score
AAPL AMD CSCO PLTR LRCX,5,AAPL:0.0759 AMD:0.0857 CSCO:0.1948 PLTR:0.1015 LRCX:0.0983,0.5561744688564033,0.9613800962389877,17537.496897644513,368.15385141242155,4.104942581461718,9.81222739669048
MSFT MU AMD INTC,4,MSFT:0.0695 MU:0.0950 AMD:0.0910 INTC:0.1172,0.37268532125754367,0.9239668816090149,17706.237533435327,397.70694517050595,3.7773128668730767,9.85263190566414
AVGO INTC CSCO LRCX ORCL,5,AVGO:0.0850 INTC:0.1133 CSCO:0.1963 LRCX:0.0928 ORCL:0.0683,0.555771200350121,0.9740019383664675,17611.633698945516,342.3877927103994,4.30892613323952,9.865997310504016
MSFT CSCO ORCL,3,MSFT:0.0779 CSCO:0.2855 ORCL:0.0958,0.459315081673521,0.953533613583264,17722.211557127644,366.62993900352797,3.5010958313449905,9.884661308773985
AVGO INTC LRCX AMAT,4,AVGO:0.0973 INTC:0.1276 LRCX:0.0979 AMAT:0.0661,0.38891949990261615,0.9444943551970789,17753.503713640268,382.5970343999472,4.356022436174082,9.908366660740695
AMD INTC CSCO AMAT ORCL,5,AMD:0.0864 INTC:0.1105 CSCO:0.2013 AMAT:0.0686 ORCL:0.0705,0.5373075773582437,0.9660460792553806,17729.45089986702,357.13308999055795,4.309909661395543,9.916969722416804
AMD INTC PLTR LRCX AMAT,5,AMD:0.0761 INTC:0.1023 PLTR:0.1010 LRCX:0.0819 AMAT:0.0570,0.41834378190025245,0.9233355236004842,17834.89265117279,397.78317405634493,4.2068096761895255,9.924918042710669
CSCO PLTR AMAT ORCL,4,CSCO:0.2256 PLTR:0.1163 AMAT:0.0892 ORCL:0.0748,0.5058359862342159,0.9761135422209495,17749.71181257785,347.1540378331547,4.264880814998935,9.936267064809853
AAPL AMD CSCO PLTR AMAT,5,AAPL:0.0778 AMD:0.0912 CSCO:0.2030 PLTR:0.1051 AMAT:0.0762,0.5533102954064127,0.9669838881510753,17795.874932043025,363.8740855496282,4.359118327114009,9.952103720714868
MSFT INTC PLTR,3,MSFT:0.0700 INTC:0.1443 PLTR:0.1231,0.3374650977728605,0.922354251844176,17970.40806738242,380.38621663536503,3.1623706010988553,9.970805697557365
MSFT AMD CSCO PLTR AMAT,5,MSFT:0.0594 AMD:0.0919 CSCO:0.2079 PLTR:0.1054 AMAT:0.0772,0.5418579713056018,0.9668372457643829,17842.889093988364,366.44000336023436,4.459590333169262,9.97747359942195
AAPL MSFT PLTR LRCX AMAT,5,AAPL:0.0873 MSFT:0.0659 PLTR:0.1197 LRCX:0.1122 AMAT:0.0765,0.46157217405479706,0.9588160978644881,17890.52232516016,386.83603789543963,4.714721945488492,9.998371699354339
AAPL AVGO MU INTC,4,AAPL:0.0898 AVGO:0.0954 MU:0.0967 INTC:0.1248,0.4067339394232039,0.9506547087681021,17939.33142161408,369.3748589908712,3.9259898339737442,9.998840216254615
NVDA MU CSCO PLTR LRCX,5,NVDA:0.2032 MU:0.0653 CSCO:0.1693 PLTR:0.0762 LRCX:0.0716,0.5855905128265797,0.9502093356414498,18064.912194600827,371.32239138659213,3.780368981638006,10.058272812574625
AVGO MU INTC PLTR AMAT,5,AVGO:0.0779 MU:0.0778 INTC:0.1055 PLTR:0.0991 AMAT:0.0622,0.4224194352866543,0.9479417675266573,18061.812607917385,377.52620332752133,4.38710926829268,10.066590256851203
NVDA MU INTC LRCX AMAT,5,NVDA:0.2197 MU:0.0641 INTC:0.0879 LRCX:0.0658 AMAT:0.0448,0.48234400824114465,0.9241677890063315,18146.890522219524,394.7394239082986,3.876151307026631,10.075136076256626
AVGO CSCO,2,AVGO:0.1249 CSCO:0.2864,0.41129773073816694,0.9585700300650024,18115.251657536683,359.3711951874071,3.304130958843622,10.082278478010217
AAPL CSCO PLTR AMAT ORCL,5,AAPL:0.0824 CSCO:0.2124 PLTR:0.1123 AMAT:0.0859 ORCL:0.0729,0.5659024586989356,0.9812039929166098,18040.016858021285,342.200800204811,4.502894291665205,10.091270307760556
NVDA AAPL MU CSCO,4,NVDA:0.2419 AAPL:0.0740 MU:0.0840 CSCO:0.1934,0.5933165631336157,0.9689797544877016,18152.05925142239,352.46273092464406,3.4892188547009506,10.114793757292915
AAPL AVGO CSCO,3,AAPL:0.0964 AVGO:0.1202 CSCO:0.2686,0.4852350465521487,0.9652702099229215,18203.501602073447,354.1726270358222,3.621309607279197,10.13944720310523
MU PLTR LRCX,3,MU:0.1009 PLTR:0.1181 LRCX:0.1101,0.3291932551361492,0.9334126289830629,18285.285178758866,409.321725418361,3.7394671801759465,10.150844561966014
AAPL MU AMD INTC,4,AAPL:0.0882 MU:0.0943 AMD:0.0903 INTC:0.1153,0.3880697330302884,0.9250853271732906,18311.603034642827,399.3306827008933,3.6651885232813037,10.154190614960331
MSFT AVGO INTC LRCX AMAT,5,MSFT:0.0684 AVGO:0.0938 INTC:0.1243 LRCX:0.0953 AMAT:0.0643,0.446136290734619,0.9534481223130948,18223.53318848372,381.4010183465217,4.724359453631831,10.15970190562759
NVDA MU AMD INTC CSCO,5,NVDA:0.2043 MU:0.0628 AMD:0.0574 INTC:0.0808 CSCO:0.1705,0.5758078658018226,0.9485164437045894,18332.579671446598,365.5151582236893,3.528909402217293,10.185384467472234
AAPL MSFT AVGO MU INTC,5,AAPL:0.0862 MSFT:0.0659 AVGO:0.0921 MU:0.0946 INTC:0.1217,0.4604644790684545,0.9592604526110955,18287.936929329062,366.9068658167611,4.289550237390905,10.189019922023446
AAPL INTC PLTR,3,AAPL:0.0907 INTC:0.1420 PLTR:0.1225,0.3552254276998772,0.9240834246482865,18411.734151232686,383.0137169545634,3.062719841874042,10.191204897102109
MU INTC LRCX ORCL,4,MU:0.0902 INTC:0.1171 LRCX:0.0967 ORCL:0.0773,0.3813231274194912,0.9381101751161122,18385.206704530767,396.9659202296439,3.969275010484778,10.210099027591191
MU CSCO PLTR ORCL,4,MU:0.1014 CSCO:0.2125 PLTR:0.1067 ORCL:0.0693,0.4898781668244878,0.9716924647864759,18324.98706858483,351.1910694566221,3.8421559580305833,10.211029118239502
MSFT MU,2,MSFT:0.0880 MU:0.1465,0.2345664157108767,0.9336481814337692,18427.127500308918,403.6187220286859,3.3217199459603566,10.213646330507435
AMD INTC LRCX AMAT,4,AMD:0.0919 INTC:0.1181 LRCX:0.0944 AMAT:0.0651,0.36950740804460114,0.9220012847313379,18422.228383265752,413.49068450902274,4.07764808866368,10.214668438137487
NVDA AAPL MSFT MU CSCO,5,NVDA:0.2366 AAPL:0.0715 MSFT:0.0545 MU:0.0826 CSCO:0.1872,0.6323831582896098,0.9729901836552199,18351.315597990433,350.9306868775583,3.8019192242753617,10.224686367135943
AVGO CSCO PLTR AMAT,4,AVGO:0.0926 CSCO:0.2208 PLTR:0.1132 AMAT:0.0830,0.5096145826235103,0.9789051284819651,18321.147524724973,344.78121434870025,4.3723894013211835,10.226926678870877
NVDA INTC CSCO PLTR,4,NVDA:0.2143 INTC:0.0957 CSCO:0.1753 PLTR:0.0797,0.5650591654920938,0.9547764188348341,18542.744268142535,350.18710818500983,3.1521889040408233,10.289192330986918
MSFT CSCO PLTR AMAT ORCL,5,MSFT:0.0616 CSCO:0.2181 PLTR:0.1129 AMAT:0.0872 ORCL:0.0722,0.5520319541344911,0.9797312623510889,18447.644553348484,348.02153947409784,4.595135038647984,10.295456239798291
NVDA CSCO LRCX AMAT,4,NVDA:0.2471 CSCO:0.1980 LRCX:0.0846 AMAT:0.0554,0.5850447575203898,0.961951911485821,18519.74863422839,369.41865655705635,3.851230898104557,10.298850846562107
MSFT MU PLTR LRCX,4,MSFT:0.0674 MU:0.0987 PLTR:0.1140 LRCX:0.1072,0.3872902891914853,0.9431339873352681,18589.174548131898,407.29235802051323,4.1241781903535,10.320204825208286
AVGO AMD INTC CSCO LRCX,5,AVGO:0.0818 AMD:0.0792 INTC:0.1026 CSCO:0.1924 LRCX:0.0840,0.5400076764397821,0.9620150932358965,18554.465971409394,368.3205697580685,4.174113534267818,10.322730349625951
MSFT AVGO CSCO,3,MSFT:0.0757 AVGO:0.1205 CSCO:0.2751,0.4713295883146359,0.966849571453532,18627.49935449355,355.87437325709084,3.7400654394399546,10.355400557489107
AAPL MSFT MU AMD INTC,5,AAPL:0.0847 MSFT:0.0655 MU:0.0922 AMD:0.0874 INTC:0.1125,0.4422780838274632,0.9373082287883135,18705.232182970485,395.85879932923496,4.036845699872535,10.370661234271008
AAPL AVGO INTC LRCX AMAT,5,AAPL:0.0868 AVGO:0.0938 INTC:0.1226 LRCX:0.0939 AMAT:0.0633,0.4603288014520435,0.956084521611923,18730.810972946674,379.12177464101865,4.6024568524452585,10.413539145134164
AAPL MSFT AVGO CSCO,4,AAPL:0.0926 MSFT:0.0713 AVGO:0.1162 CSCO:0.2588,0.5388218518184384,0.9722813242781974,18733.939176047767,350.69111299802773,4.0192071366694995,10.41963505503547
MSFT MU INTC LRCX ORCL,5,MSFT:0.0669 MU:0.0882 INTC:0.1140 LRCX:0.0941 ORCL:0.0742,0.4374429722600763,0.9468536892502114,18782.724279685368,395.57658865932905,4.340408504295942,10.425023999178814
AMD CSCO LRCX,3,AMD:0.1069 CSCO:0.2412 LRCX:0.1175,0.4655480853431249,0.9521517937669843,18815.56910916244,394.3060389112247,3.6964606763466192,10.433865561875136
NVDA MU CSCO PLTR AMAT,5,NVDA:0.2082 MU:0.0702 CSCO:0.1741 PLTR:0.0781 AMAT:0.0542,0.5847643489362135,0.9644048406388106,18800.197749408144,365.6770563617102,3.9584663036859804,10.443673041416602
NVDA MSFT INTC CSCO PLTR,5,NVDA:0.2103 MSFT:0.0501 INTC:0.0941 CSCO:0.1700 PLTR:0.0775,0.6019519451896717,0.9606094988363076,18833.85437472541,349.30788986962597,3.4455548142271195,10.446447782483556
MSFT MU CSCO PLTR ORCL,5,MSFT:0.0596 MU:0.0996 CSCO:0.2054 PLTR:0.1035 ORCL:0.0669,0.5351137457586674,0.9756120865803117,18778.202747496358,351.46390797823403,4.172841858282904,10.44817029749415
NVDA MSFT CSCO LRCX AMAT,5,NVDA:0.2416 MSFT:0.0563 CSCO:0.1913 LRCX:0.0829 AMAT:0.0542,0.6262440488944492,0.9675479986235941,18800.638305581087,368.5295921415951,4.168405672992858,10.451235264873995
MSFT AMD INTC LRCX AMAT,5,MSFT:0.0681 AMD:0.0889 INTC:0.1151 LRCX:0.0919 AMAT:0.0633,0.42722853336586836,0.9343159937838635,18910.645505108543,411.00941655419854,4.454754757776782,10.478733841493671
MSFT AVGO CSCO PLTR AMAT,5,MSFT:0.0607 AVGO:0.0899 CSCO:0.2136 PLTR:0.1099 AMAT:0.0812,0.5552234972133334,0.9820725883308562,18866.588113728787,345.1051569131975,4.696704829741228,10.509300741790076
AAPL MSFT INTC PLTR,4,AAPL:0.0872 MSFT:0.0659 INTC:0.1386 PLTR:0.1184,0.4101605713014162,0.9368222469685343,19008.392059338526,380.24356614232676,3.4501018581496323,10.510020313800789
AAPL AVGO CSCO PLTR AMAT,5,AAPL:0.0804 AVGO:0.0897 CSCO:0.2083 PLTR:0.1094 AMAT:0.0800,0.5677889422164882,0.9837304351206014,18886.392232502825,340.9582171140356,4.598448068262629,10.518895512737267
AAPL MU,2,AAPL:0.1109 MU:0.1448,0.25567411174596405,0.9338259233922044,19083.331335006158,406.3907385225657,3.1836048563924555,10.539163688023132
AAPL MU CSCO PLTR ORCL,5,AAPL:0.0804 MU:0.0986 CSCO:0.1999 PLTR:0.1030 ORCL:0.0676,0.5493845398499344,0.9798031370755863,19038.105662377016,346.90993447875684,4.094066619070615,10.580737300645508
AVGO MU CSCO PLTR,4,AVGO:0.0847 MU:0.0958 CSCO:0.2090 PLTR:0.1045,0.493945579792342,0.9735391060835402,19073.415215792524,354.77482206467926,3.9636683423743784,10.58952008082729
MU PLTR AMAT,3,MU:0.1097 PLTR:0.1224 AMAT:0.0869,0.3190297137088153,0.9512099771616177,19132.09646315895,401.463096812427,4.037741221789476,10.598013033176882
AVGO AMD INTC CSCO AMAT,5,AVGO:0.0849 AMD:0.0832 INTC:0.1081 CSCO:0.1983 AMAT:0.0637,0.5383267459652922,0.9693561851092167,19129.237688458405,362.01859920549674,4.390431643444041,10.621783662207301
AAPL AMD INTC LRCX AMAT,5,AAPL:0.0854 AMD:0.0884 INTC:0.1135 LRCX:0.0907 AMAT:0.0624,0.44029871836449913,0.9344383632154434,19235.5342657857,409.9717413371265,4.328893744471698,10.638783370997727
MU AMD CSCO PLTR,4,MU:0.0911 AMD:0.0862 CSCO:0.2043 PLTR:0.1008,0.4824065313974464,0.9574349005655705,19215.53793458249,379.75959808146087,3.759035635054029,10.640384580557896
AAPL AMD CSCO LRCX,4,AAPL:0.0848 AMD:0.1031 CSCO:0.2273 LRCX:0.1132,0.5284065269645228,0.9590850663292316,19242.23211105292,389.6056456371988,3.958699143306563,10.659375104721823
NVDA AAPL CSCO LRCX AMAT,5,NVDA:0.2403 AAPL:0.0717 CSCO:0.1874 LRCX:0.0819 AMAT:0.0535,0.6348038379558006,0.970738089713526,19226.141674257564,365.6815613234489,4.06635055069147,10.665135937856139
MSFT AMD CSCO LRCX,4,MSFT:0.0678 AMD:0.1037 CSCO:0.2322 LRCX:0.1146,0.5182101565090721,0.9602170674156655,19276.42812222605,392.04701676272623,4.080650987467642,10.680044148278045
MU INTC AMAT ORCL,4,MU:0.0970 INTC:0.1233 AMAT:0.0755 ORCL:0.0796,0.3753553930342362,0.9526827222957945,19340.925509563272,390.1067457417259,4.233932647965503,10.707824130036741
NVDA AAPL INTC CSCO PLTR,5,NVDA:0.2090 AAPL:0.0660 INTC:0.0929 CSCO:0.1662 PLTR:0.0775,0.6115713836995351,0.9637021942606849,19389.552714169808,348.88792996041127,3.372483602231549,10.725928223390222
AAPL MU INTC LRCX ORCL,5,AAPL:0.0865 MU:0.0875 INTC:0.1122 LRCX:0.0925 ORCL:0.0750,0.453614252667717,0.9520896947331033,19378.83334069676,392.014029116365,4.237919905623821,10.726264763193962
AAPL MU PLTR LRCX,4,AAPL:0.0881 MU:0.0977 PLTR:0.1134 LRCX:0.1053,0.40454449755977184,0.9484256931822193,19430.885354029666,405.5634460584018,4.017998785088798,10.74422834589883
MU AMD INTC PLTR LRCX,5,MU:0.0714 AMD:0.0709 INTC:0.0939 PLTR:0.0955 LRCX:0.0780,0.40982582496054254,0.920646219092597,19493.997978831547,416.00718775127393,3.942306692769476,10.746491342363761
AVGO MU INTC LRCX,4,AVGO:0.0899 MU:0.0856 INTC:0.1154 LRCX:0.0915,0.3823123561560535,0.9391715917039452,19464.791364354176,404.4899275821497,4.053713670329754,10.752641547287627
MSFT AVGO MU CSCO PLTR,5,MSFT:0.0590 AVGO:0.0822 MU:0.0942 CSCO:0.2020 PLTR:0.1014,0.5387341800020156,0.9771275705273443,19380.44160597806,354.3547526906545,4.2889433937001336,10.753127241390377
NVDA MU CSCO LRCX,4,NVDA:0.2321 MU:0.0737 CSCO:0.1886 LRCX:0.0785,0.572806064180288,0.9558467323255824,19481.705783179157,383.336268945453,3.639109099357995,10.769481805902322
AVGO INTC CSCO AMAT ORCL,5,AVGO:0.0889 INTC:0.1203 CSCO:0.2036 AMAT:0.0705 ORCL:0.0705,0.5536756099347492,0.9817081269648468,19409.102703436532,340.25412882601177,4.543659886026861,10.77713267640365
AAPL MSFT MU,3,AAPL:0.1056 MSFT:0.0821 MU:0.1405,0.32821944358021965,0.9470639483054247,19547.239081476433,401.0056576336309,3.6678251299290294,10.794039991642222
MU AMD INTC CSCO ORCL,5,MU:0.0817 AMD:0.0800 INTC:0.1004 CSCO:0.1932 ORCL:0.0667,0.5220233003302214,0.9631956725213124,19506.5967855754,371.33155996102437,3.979576313919042,10.796085591587394
MSFT MU AMD CSCO PLTR,5,MSFT:0.0580 MU:0.0896 AMD:0.0839 CSCO:0.1976 PLTR:0.0978,0.5268869118837909,0.9630492946303006,19544.018143978905,378.41308321298015,4.085923770684779,10.81677684203345
MSFT MU PLTR AMAT,4,MSFT:0.0691 MU:0.1072 PLTR:0.1181 AMAT:0.0844,0.37878841901682175,0.9560458804234058,19576.182784850513,399.93684655330264,4.423037542982976,10.832598023708321
LRCX AMAT,2,LRCX:0.1458 AMAT:0.0989,0.24475658385299853,0.9317627263133413,19650.710592031803,430.22737822722155,3.881201587716499,10.834742054083573
MU AMD INTC PLTR AMAT,5,MU:0.0761 AMD:0.0739 INTC:0.0980 PLTR:0.0975 AMAT:0.0612,0.4067994279946412,0.9330367623190167,19638.58095157529,407.39401777787583,4.166217523332955,10.835651588573322
NVDA MSFT MU CSCO LRCX,5,NVDA:0.2268 MSFT:0.0550 MU:0.0725 CSCO:0.1822 LRCX:0.0769,0.6133455675910775,0.9611143233393803,19611.932969609443,381.85959409061365,3.9546631491747406,10.846174071127598
AMD CSCO AMAT,3,AMD:0.1144 CSCO:0.2530 AMAT:0.0912,0.45860964461261433,0.9580509347364511,19635.54918896579,394.5549580269156,3.9832634240376876,10.855490797700101
MSFT AVGO MU INTC LRCX,5,MSFT:0.0665 AVGO:0.0866 MU:0.0837 INTC:0.1124 LRCX:0.0890,0.43828025565643147,0.9473806537734195,19724.63741464731,402.191275675925,4.421487165981313,10.898129104416702
AAPL MSFT AMD CSCO LRCX,5,AAPL:0.0816 MSFT:0.0642 AMD:0.1001 CSCO:0.2193 LRCX:0.1107,0.5759072896262731,0.9661276558236253,19711.174023168478,387.29131586405623,4.312647850523323,10.907967624418331
AAPL MSFT MU PLTR LRCX,5,AAPL:0.0847 MSFT:0.0634 MU:0.0957 PLTR:0.1097 LRCX:0.1028,0.456351519333492,0.9552042332300312,19733.339237892626,403.47145983978857,4.369457061331167,10.909262993402967
CSCO LRCX ORCL,3,CSCO:0.2539 LRCX:0.1342 ORCL:0.0879,0.4760510338603337,0.9691089361600033,19873.91822975613,376.3360274052814,3.8155872913451514,10.982379796864972
MSFT MU INTC AMAT ORCL,5,MSFT:0.0683 MU:0.0948 INTC:0.1200 AMAT:0.0733 ORCL:0.0763,0.43267719265734944,0.9614358005375805,19880.250891768923,389.1442395074312,4.60414246456967,10.993644095713437
AAPL AMD CSCO AMAT,4,AAPL:0.0875 AMD:0.1102 CSCO:0.2382 AMAT:0.0877,0.5236115366851539,0.9636402245728588,19947.693859018866,390.17632101101754,4.241618249237416,11.02231951906704
AAPL MU AMD CSCO PLTR,5,AAPL:0.0764 MU:0.0889 AMD:0.0832 CSCO:0.1927 PLTR:0.0975,0.5388211295410607,0.9660307159979303,20029.581763542057,376.69905076033274,3.9970214437715788,11.060762026644392
CSCO PLTR LRCX AMAT ORCL,5,CSCO:0.2030 PLTR:0.1071 LRCX:0.0994 AMAT:0.0675 ORCL:0.0689,0.5457836136256825,0.9759383153774436,20023.20331253938,371.52749977464657,4.585698157563568,11.079253934798405
AAPL CSCO LRCX ORCL,4,AAPL:0.0903 CSCO:0.2384 LRCX:0.1290 ORCL:0.0853,0.543018881470865,0.9748801326023293,20052.049947435553,369.0944995337247,4.095037267329162,11.08280585166669
AAPL AVGO MU CSCO PLTR,5,AAPL:0.0786 AVGO:0.0820 MU:0.0933 CSCO:0.1968 PLTR:0.1010,0.551729026109725,0.9801422678607123,20044.220914296104,351.3532775927645,4.203270076639965,11.086318126541563
AVGO MU INTC CSCO ORCL,5,AVGO:0.0824 MU:0.0841 INTC:0.1091 CSCO:0.1949 ORCL:0.0665,0.5370338357220862,0.9754478316987795,20163.57994117022,352.7581758809786,4.190919073796501,11.141056183759822
NVDA INTC CSCO,3,NVDA:0.2464 INTC:0.1063 CSCO:0.1965,0.5491735743811649,0.962451927325803,20302.891361307487,363.4816970437778,2.929287381877494,11.172483355617096
MSFT LRCX AMAT,3,MSFT:0.0852 LRCX:0.1409 AMAT:0.0954,0.32153194846103517,0.9444572797127456,20299.587890181458,426.6401155763411,4.362314332534071,11.181497511454156
MSFT AMD CSCO AMAT,4,MSFT:0.0697 AMD:0.1109 CSCO:0.2434 AMAT:0.0888,0.5129053732752576,0.9659553407579665,20278.356858628325,392.3069979787892,4.370374609225405,11.192541262256638
AAPL MU PLTR AMAT,4,AAPL:0.0905 MU:0.1061 PLTR:0.1174 AMAT:0.0828,0.39681077727530023,0.9629308209273574,20383.78809216238,398.67179353766716,4.309273219846812,11.241010331405484
AAPL LRCX AMAT,3,AAPL:0.1059 LRCX:0.1388 AMAT:0.0939,0.3385358555354771,0.9449477542840744,20458.50559957449,424.83704465382056,4.202140346195348,11.258243360995227
NVDA AAPL MU CSCO LRCX,5,NVDA:0.2256 AAPL:0.0705 MU:0.0721 CSCO:0.1783 LRCX:0.0759,0.6222975489089011,0.9668461562292522,20433.850607572895,379.5588490141383,3.861422074425172,11.260999901504205
AAPL MU INTC AMAT ORCL,5,AAPL:0.0884 MU:0.0940 INTC:0.1180 AMAT:0.0720 ORCL:0.0770,0.44937824451188957,0.9635508416565227,20425.26341167161,385.9866922319544,4.495384230963771,11.266090232111603
MSFT CSCO LRCX ORCL,4,MSFT:0.0705 CSCO:0.2443 LRCX:0.1308 ORCL:0.0845,0.5300914375484013,0.9743392136615687,20468.082596471737,375.24444350334153,4.2073151285676795,11.292526814468792
AVGO MU INTC AMAT,4,AVGO:0.0931 MU:0.0919 INTC:0.1212 AMAT:0.0706,0.3767371035152622,0.9547131425278443,20509.976028196994,396.7659053858469,4.304104197408066,11.295783240574503
NVDA MSFT INTC CSCO,4,NVDA:0.2409 MSFT:0.0560 INTC:0.1041 CSCO:0.1899,0.5909288889879543,0.9676734040745599,20613.90150509692,361.68500624041684,3.2642854968274797,11.339909866559571
MU AMD INTC LRCX,4,MU:0.0838 AMD:0.0847 INTC:0.1069 LRCX:0.0886,0.36401887131701416,0.922964228444524,20719.72405794962,434.17621934115874,3.7967782461721784,11.35876182234278
AAPL MSFT AMD CSCO AMAT,5,AAPL:0.0841 MSFT:0.0660 AMD:0.1071 CSCO:0.2298 AMAT:0.0855,0.5724895342705518,0.9705834059775182,20595.76187513979,387.8315533835557,4.597951026382771,11.360423364075068
AVGO CSCO PLTR LRCX AMAT,5,AVGO:0.0827 CSCO:0.2004 PLTR:0.1051 LRCX:0.0942 AMAT:0.0633,0.5456665204233552,0.9769827984272749,20611.613565483498,372.58482802344713,4.650831169960848,11.37580620456824
NVDA MU CSCO AMAT,4,NVDA:0.2384 MU:0.0794 CSCO:0.1944 AMAT:0.0592,0.5713384206602081,0.9677158270201065,20681.272724424867,378.98887972847774,3.8269942699813826,11.384892074632168
AAPL AVGO MU INTC LRCX,5,AAPL:0.0849 AVGO:0.0866 MU:0.0831 INTC:0.1107 LRCX:0.0876,0.4529179700669837,0.9527590354360511,20710.940014052514,400.3340047635213,4.311513279241793,11.394459308047145
AAPL MSFT CSCO LRCX ORCL,5,AAPL:0.0868 MSFT:0.0665 CSCO:0.2300 LRCX:0.1259 ORCL:0.0822,0.5914558801235222,0.979220548840784,20670.774438590226,368.0027186998522,4.454015646424968,11.403688081064397
MU CSCO PLTR LRCX ORCL,5,MU:0.0853 CSCO:0.1923 PLTR:0.0992 LRCX:0.0919 ORCL:0.0644,0.5330804497362687,0.9703099760097731,20749.505087972888,384.5981526452162,4.266297585659327,11.430388471709403
AMD CSCO PLTR LRCX AMAT,5,AMD:0.0839 CSCO:0.1965 PLTR:0.1016 LRCX:0.0889 AMAT:0.0608,0.5316613205475088,0.9635677977079538,20817.398427350974,397.1973133640182,4.41764213166281,11.460619854016697
AAPL MSFT MU PLTR AMAT,5,AAPL:0.0870 MSFT:0.0650 MU:0.1038 PLTR:0.1135 AMAT:0.0807,0.44998788206394913,0.9687007584825136,20830.968132494792,396.96778376961225,4.661005600217634,11.477404936734263
NVDA MSFT MU CSCO AMAT,5,NVDA:0.2330 MSFT:0.0559 MU:0.0780 CSCO:0.1878 AMAT:0.0579,0.6125478757508641,0.9721494734045407,20870.101139626473,377.6847551135864,4.143135675096071,11.490062756719698
MSFT AVGO MU INTC AMAT,5,MSFT:0.0677 AVGO:0.0897 MU:0.0898 INTC:0.1180 AMAT:0.0686,0.43381099296297065,0.961581929619425,20883.179186894104,394.8661109796461,4.6709174907054445,11.496589872880586
AVGO MU AMD INTC CSCO,5,AVGO:0.0793 MU:0.0773 AMD:0.0774 INTC:0.0988 CSCO:0.1910,0.5236608147820059,0.9643198225377092,20923.362524630295,378.97746216209094,4.074222100065662,11.50748552685417
MSFT MU AMD INTC LRCX,5,MSFT:0.0663 MU:0.0819 AMD:0.0819 INTC:0.1042 LRCX:0.0862,0.4205457417848375,0.9330314322887204,21011.195378482887,430.6833336136844,4.173299947519332,11.52209512048055
MU AMD INTC AMAT,4,MU:0.0895 AMD:0.0885 INTC:0.1119 AMAT:0.0692,0.35918738668994743,0.9352804260650803,21054.838814975996,425.84098906171687,4.043799849467904,11.543575830542437
AVGO CSCO LRCX,3,AVGO:0.1064 CSCO:0.2483 LRCX:0.1257,0.48041224300396335,0.9733010800623006,20997.32720959923,375.27860560921874,3.9608142521289356,11.551180969904495
NVDA INTC CSCO PLTR LRCX,5,NVDA:0.2001 INTC:0.0848 CSCO:0.1622 PLTR:0.0755 LRCX:0.0706,0.5931256043657788,0.9605366838387503,21089.571685849754,378.88636038576556,3.5420052016872288,11.576162630797372
MU INTC LRCX AMAT ORCL,5,MU:0.0848 INTC:0.1109 LRCX:0.0851 AMAT:0.0597 ORCL:0.0752,0.4157256831461855,0.949237865275992,21119.929739346728,415.65793943088914,4.496909553426903,11.599140926017894
AAPL MSFT LRCX AMAT,4,AAPL:0.1010 MSFT:0.0798 LRCX:0.1345 AMAT:0.0908,0.4060949725688672,0.9544029826140569,21129.226196409472,421.2339531969014,4.637759281753149,11.611771266453857
NVDA AAPL INTC CSCO,4,NVDA:0.2397 AAPL:0.0712 INTC:0.1029 CSCO:0.1860,0.5998107054520305,0.9692746820626663,21173.01597750277,361.8843336702113,3.173549195934533,11.619253654732743
MSFT AVGO CSCO LRCX,4,MSFT:0.0694 AVGO:0.1028 CSCO:0.2389 LRCX:0.1225,0.533679721078246,0.9777213876892368,21390.416882079888,373.6146509709806,4.343784572031923,11.759805520169818
MSFT MU AMD INTC AMAT,5,MSFT:0.0673 MU:0.0875 AMD:0.0855 INTC:0.1090 AMAT:0.0673,0.41667693542689005,0.9449691078508309,21469.79813708254,422.770334892077,4.41866771902287,11.76824153077256
AVGO MU CSCO PLTR LRCX,5,AVGO:0.0761 MU:0.0813 CSCO:0.1906 PLTR:0.0978 LRCX:0.0875,0.5332375254242214,0.969624640098036,21455.651657610775,389.2007434827161,4.3403302700403685,11.784257074304232
NVDA AAPL MSFT INTC CSCO,5,NVDA:0.2346 AAPL:0.0688 MSFT:0.0532 INTC:0.1010 CSCO:0.1801,0.6378137141747906,0.9735662264254327,21486.316061801463,359.94933908056254,3.4839184054179775,11.786402625434524
AAPL AVGO CSCO LRCX,4,AAPL:0.0878 AVGO:0.1028 CSCO:0.2336 LRCX:0.1209,0.5451169374641305,0.9784761866493575,21531.03375783571,369.37995422084725,4.2246804170138015,11.82848667390749
MU PLTR LRCX AMAT,4,MU:0.0939 PLTR:0.1141 LRCX:0.0960 AMAT:0.0674,0.37136266171383914,0.9454827654543521,21634.01259315673,433.3088477721776,4.341200368453924,11.849313069401797
NVDA AAPL MU CSCO AMAT,5,NVDA:0.2316 AAPL:0.0718 MU:0.0776 CSCO:0.1837 AMAT:0.0570,0.621758730183356,0.9757512291825237,21695.066211716352,375.5925456886388,4.045974685662371,11.904203828753948
MSFT INTC,2,MSFT:0.0850 INTC:0.1736,0.258655145478312,0.9183781246652902,21879.220761738572,420.3191589294506,2.786461514084246,11.913717735816261
