strategy,family,signal_view,hedge_method,subset,betas,threshold_mode,center_mode,entry,exit_band,hedge_fraction,orientation,cost_gate_mult,center_window,trade_start,trade_end,max_hold_minutes,train_observations,train_trades,train_avg_abs_position,train_gross_bps,train_cost_bps,train_net_bps,train_sharpe_ann,train_max_drawdown_bps,train_long_gross_bps,train_short_gross_bps,test_observations,test_trades,test_avg_abs_position,test_gross_bps,test_cost_bps,test_net_bps,test_sharpe_ann,test_max_drawdown_bps,test_long_gross_bps,test_short_gross_bps,fold_median_net_bps,fold_min_net_bps,fold_std_net_bps,fold_positive_rate,train_month_positive_rate,train_month_min_net_bps,train_month_median_net_bps,base_train_selection_score,family_median_train_net_bps,family_mean_train_net_bps,family_std_train_net_bps,family_positive_rate,family_rule_count,final_train_selection_score
xlk_only_timing_micro_conf_0.5_ridge_pos_k3_zscore_mean_e3_x0.5_h0_contra_nogate_cw1950_mh180,xlk_only_timing,micro_conf_0.5,ridge_pos,NVDA AAPL MSFT,NVDA:0.31849 AAPL:0.08602 MSFT:0.06675,zscore,mean,3.0,0.5,0.0,1,0.0,1950,09:35,15:45,180,77434,54.0,0.04752434331172353,465.76021417285676,130.0725177754376,335.68769639741913,0.9560180116115548,-215.8795850054859,377.9544402331147,87.80577393974198,16199,16.0,0.07284400271621705,-186.45367767955003,15.760042308689796,-202.2137199882398,-2.147613865333675,-379.12440721824345,-44.80697824436497,-141.64669943518504,75.27089409227713,0.0,96.50461595073936,0.75,0.5,-135.15282254172362,18.160936427570984,149.01409826954276,335.68769639741913,335.68769639741913,0.0,1.0,1,358.6423312881233
xlk_only_timing_mid_ridge_pos_k4_zscore_mean_e3_x0.5_h0_contra_nogate_cw1950_mh180,xlk_only_timing,mid,ridge_pos,NVDA AAPL MSFT AVGO,NVDA:0.28804 AAPL:0.08111 MSFT:0.06166 AVGO:0.08202,zscore,mean,3.0,0.5,0.0,1,0.0,1950,09:35,15:45,180,77434,48.0,0.04403750290570034,382.6974098913105,92.47177415712022,290.2256357341903,0.9032151781793084,-181.06889113372756,280.1645980568157,102.53281183449481,16199,10.0,0.05136119513550219,-347.02050391071106,5.630706113373733,-352.6512100240848,-4.988581443544204,-388.12589839605903,-177.24345483144612,-169.77704907926494,61.4156231729462,-19.00790992569768,88.88605945636986,0.75,0.5,-77.64622240625123,24.404939203030175,138.1329722343049,290.2256357341903,290.2256357341903,0.0,1.0,1,322.7570718881096
xlk_only_timing_micro_conf_0.5_ridge_pos_k4_zscore_mean_e3_x0.5_h0_contra_nogate_cw1950_mh180,xlk_only_timing,micro_conf_0.5,ridge_pos,NVDA AAPL MSFT AVGO,NVDA:0.28764 AAPL:0.08170 MSFT:0.06178 AVGO:0.08251,zscore,mean,3.0,0.5,0.0,1,0.0,1950,09:35,15:45,180,77434,48.0,0.04423121626159052,375.86592681074114,83.8578920039576,292.0080348067836,0.9079160484249204,-181.06889113372762,283.90575755711467,91.96016925362649,16199,8.0,0.04000246928822767,-256.4974032593259,3.8289904278037876,-260.3263936871297,-4.555177883243771,-271.3768677014546,-177.24345483144612,-79.2539484278798,58.53823390149897,-19.00790992569768,93.11186972808257,0.75,0.5,-77.64622240625123,21.796220852468252,134.7969011817301,292.0080348067836,292.0080348067836,0.0,1.0,1,320.4013203254611
xlk_only_timing_mid_ridge_pos_k3_zscore_mean_e3_x0.5_h0_contra_nogate_cw1950_mh180,xlk_only_timing,mid,ridge_pos,NVDA AAPL MSFT,NVDA:0.31879 AAPL:0.08537 MSFT:0.06656,zscore,mean,3.0,0.5,0.0,1,0.0,1950,09:35,15:45,180,77434,54.0,0.048454167419996384,390.0108822975756,145.4277737434818,244.58310855409385,0.6850618440872518,-251.97233011997773,300.94765092116836,89.06323137640726,16199,18.0,0.07944934872522995,-190.48620856301213,33.673955408156694,-224.16016397116886,-2.326655084972499,-400.28848253211964,-48.839509127827085,-141.64669943518504,48.62152475017696,0.0,69.265599904595,0.75,0.4,-131.73530432614066,0.0,77.5345356228353,244.58310855409385,244.58310855409385,0.0,1.0,1,237.05524532758693
partial_or_full_hedge_micro_conf_0.5_ridge_pos_k3_zscore_mean_e3_x0.5_h1_contra_nogate_cw1950_mh180,partial_or_full_hedge,micro_conf_0.5,ridge_pos,NVDA AAPL MSFT,NVDA:0.31849 AAPL:0.08602 MSFT:0.06675,zscore,mean,3.0,0.5,1.0,1,0.0,1950,09:35,15:45,180,77434,54.0,0.04752434331172353,357.28212055610135,248.68803090896245,108.59408964713897,0.4365208466557317,-118.20290228012178,341.56485125460654,15.717269301494868,16199,16.0,0.07284400271621705,-137.2848974101671,36.16181429988206,-173.4467117100492,-2.2928155510427413,-241.74048953589545,-53.98274159685206,-83.30215581331507,22.973786725125183,0.0,29.78249652668867,0.75,0.5,-44.15097268281645,5.845558585144646,58.231721405019755,108.59408964713897,108.59408964713897,0.0,1.0,1,142.9584707109462
xlk_only_timing_micro_shrink_0.5_ridge_pos_k4_zscore_mean_e3_x0.5_h0_contra_nogate_cw1950_mh180,xlk_only_timing,micro_shrink_0.5,ridge_pos,NVDA AAPL MSFT AVGO,NVDA:0.28038 AAPL:0.08404 MSFT:0.06376 AVGO:0.08479,zscore,mean,3.0,0.5,0.0,1,0.0,1950,09:35,15:45,180,77434,40.0,0.03870392850685745,207.63859629864712,64.2332188412206,143.4053774574265,0.46853928646324333,-171.45078534723405,249.1125529014493,-41.473956602802176,16199,14.0,0.057719612321748257,-283.2817254549092,21.599909500238873,-304.881634955148,-4.124521711504061,-343.4186618717605,-204.02777702702934,-79.2539484278798,29.79389353420043,-89.44269122149433,114.5159468148203,0.5,0.4,-89.44269122149433,0.0,-5.512349917236042,143.4053774574265,143.4053774574265,0.0,1.0,1,98.36060768434855
partial_or_full_hedge_mid_ridge_pos_k3_zscore_mean_e3_x0.5_h1_contra_nogate_cw1950_mh180,partial_or_full_hedge,mid,ridge_pos,NVDA AAPL MSFT,NVDA:0.31879 AAPL:0.08537 MSFT:0.06656,zscore,mean,3.0,0.5,1.0,1,0.0,1950,09:35,15:45,180,77434,54.0,0.048454167419996384,324.65684175081685,263.5903780207783,61.06646373003867,0.24217933517534762,-140.73826637495506,310.02433589523025,14.63250585558665,16199,18.0,0.07944934872522995,-135.54548684627642,53.91688512104091,-189.46237196731732,-2.4386119576256418,-260.79435061033683,-52.09177043050428,-83.45371641577206,7.284034092849584,0.0,21.239423027369277,0.75,0.3,-41.921742877039065,0.0,12.26360492950437,61.06646373003867,61.06646373003867,0.0,1.0,1,70.85015998102564
partial_or_full_hedge_micro_conf_0.5_ridge_pos_k4_zscore_mean_e3_x0.5_h1_contra_nogate_cw1950_mh180,partial_or_full_hedge,micro_conf_0.5,ridge_pos,NVDA AAPL MSFT AVGO,NVDA:0.28764 AAPL:0.08170 MSFT:0.06178 AVGO:0.08251,zscore,mean,3.0,0.5,1.0,1,0.0,1950,09:35,15:45,180,77434,48.0,0.04423121626159052,238.98763558610216,199.62758254241692,39.36005304368525,0.17140201030814423,-127.98437836029206,166.40966281876814,72.57797276733399,16199,8.0,0.04000246928822767,-192.19564950447955,19.15893471632931,-211.35458422080885,-4.522842743386795,-218.32829482148784,-120.47598638517069,-71.71966311930882,7.367707576256876,-15.479877915991198,23.258928865935985,0.75,0.4,-22.31083107413958,0.0,10.550867257996169,39.36005304368525,39.36005304368525,0.0,1.0,1,57.198896432023055
partial_or_full_hedge_mid_ridge_pos_k4_zscore_mean_e3_x0.5_h1_contra_nogate_cw1950_mh180,partial_or_full_hedge,mid,ridge_pos,NVDA AAPL MSFT AVGO,NVDA:0.28804 AAPL:0.08111 MSFT:0.06166 AVGO:0.08202,zscore,mean,3.0,0.5,1.0,1,0.0,1950,09:35,15:45,180,77434,48.0,0.04403750290570034,246.0225875569219,205.31887735258172,40.70371020434021,0.1774965254831535,-134.60508901489032,168.65973428744857,77.36285326947333,16199,10.0,0.05136119513550219,-216.38713523128956,30.4485004596249,-246.83563569091447,-4.326647875360901,-284.8430282014131,-120.61025837893013,-95.77687685235942,3.2915111123363436,-6.040230804284336,21.78796770814623,0.5,0.4,-29.26109632159993,0.0,0.8503604103974638,40.70371020434021,40.70371020434021,0.0,1.0,1,48.23740102278458
partial_or_full_hedge_micro_shrink_0.5_ridge_pos_k4_zscore_mean_e3_x0.5_h1_contra_nogate_cw1950_mh180,partial_or_full_hedge,micro_shrink_0.5,ridge_pos,NVDA AAPL MSFT AVGO,NVDA:0.28038 AAPL:0.08404 MSFT:0.06376 AVGO:0.08479,zscore,mean,3.0,0.5,1.0,1,0.0,1950,09:35,15:45,180,77434,40.0,0.03870392850685745,175.73136077205723,164.08560042511905,11.645760346938172,0.05479584573601317,-102.14484787972341,162.09801080131484,13.633349970742378,16199,14.0,0.057719612321748257,-155.44651794880292,46.64091049393537,-202.08742844273834,-3.3966418886315926,-249.0905051124827,-84.86348824674127,-70.58302970206171,11.136325354555314,-42.61917573395226,35.58110335740163,0.5,0.2,-21.613247223711674,0.0,-20.837095473214717,11.645760346938172,11.645760346938172,0.0,1.0,1,10.568072717601279
xlk_only_timing_micro_shrink_0.5_ridge_pos_k3_zscore_mean_e3_x0.5_h0_contra_nogate_cw1950_mh180,xlk_only_timing,micro_shrink_0.5,ridge_pos,NVDA AAPL MSFT,NVDA:0.31126 AAPL:0.08876 MSFT:0.06906,zscore,mean,3.0,0.5,0.0,1,0.0,1950,09:35,15:45,180,77434,58.0,0.05223803497171785,171.21359278964297,142.36762668887408,28.845966100768948,0.08278756437954962,-243.45413700299127,283.33065902165447,-112.11706623201145,16199,16.0,0.06809062287795543,-111.00862840605075,32.93756463857388,-143.94619304462464,-1.6622730599338196,-325.0247746951999,-40.61321626317671,-70.39541214287404,30.852972698242183,-122.64146029070076,96.34660228182518,0.5,0.4,-122.64146029070076,0.0,-88.21132642318146,28.845966100768948,28.845966100768948,0.0,1.0,1,-47.34604506775854
partial_or_full_hedge_micro_shrink_0.5_ridge_pos_k3_zscore_mean_e3_x0.5_h1_contra_nogate_cw1950_mh180,partial_or_full_hedge,micro_shrink_0.5,ridge_pos,NVDA AAPL MSFT,NVDA:0.31126 AAPL:0.08876 MSFT:0.06906,zscore,mean,3.0,0.5,1.0,1,0.0,1950,09:35,15:45,180,77434,58.0,0.05223803497171785,217.08651987921388,252.5159415485849,-35.42942166937093,-0.14136013711780956,-163.20520395775316,267.0182670594636,-49.931747180249744,16199,16.0,0.06809062287795543,-101.60598475166066,48.937673667122326,-150.54365841878297,-2.1423460267244487,-230.1479896068543,-46.638956046926104,-54.96702870473454,6.214164288774772,-65.88340859750397,38.42668113736829,0.75,0.4,-65.88340859750399,0.0,-66.271636273404,-35.42942166937093,-35.42942166937093,0.0,0.0,1,-85.75781819155802
xlk_only_timing_micro_shrink_0.5_ridge_pos_k5_zscore_mean_e3_x0.5_h0_contra_nogate_cw1950_mh180,xlk_only_timing,micro_shrink_0.5,ridge_pos,NVDA AAPL MSFT AVGO MU,NVDA:0.24723 AAPL:0.07882 MSFT:0.05988 AVGO:0.07164 MU:0.08406,zscore,mean,3.0,0.5,0.0,1,0.0,1950,09:35,15:45,180,77434,42.0,0.039310897021980006,119.11918022329715,95.2481252220245,23.87105500127271,0.05989433241071837,-432.6365010833749,90.90123583020748,28.217944393089667,16199,4.0,0.019816038027038706,-116.58874279062204,9.461806105839166,-126.05054889646122,-3.324563570773341,-177.8293606574427,0.0,-116.58874279062204,28.148858780140344,-118.47189908925913,87.46554670839241,0.75,0.5,-291.7100005112069,11.136907153955484,-151.31057476854667,23.87105500127271,23.87105500127271,0.0,1.0,1,-113.18149451784669
xlk_only_timing_micro_shrink_0.5_ridge_pos_k3_zscore_mean_e3_x0.5_h0_contra_nogate_cw1950_mh180,xlk_only_timing,micro_shrink_0.5,ridge_pos,NVDA AMD PLTR,NVDA:0.24692 AMD:0.07641 PLTR:0.09067,zscore,mean,3.0,0.5,0.0,1,0.0,1950,09:35,15:45,180,77434,52.0,0.048583309657256504,76.77414621993783,106.90843870932486,-30.134292489387,-0.09040864455254469,-259.39735078778904,169.08010003932716,-92.30595381938933,16199,10.0,0.039508611642693994,-191.16152361749351,10.737817574791169,-201.8993411922847,-3.08837583001923,-263.28396745113525,-176.11779996671294,-15.04372365078055,-27.994021274679636,-86.6032612139695,85.58057232839029,0.25,0.3,-101.63061607189081,0.0,-154.0044234872778,-30.134292489387,-30.134292489387,0.0,0.0,1,-170.57828435644063
xlk_only_timing_mid_ridge_pos_k5_zscore_mean_e3_x0.5_h0_contra_nogate_cw1950_mh180,xlk_only_timing,mid,ridge_pos,NVDA AAPL MSFT AVGO MU,NVDA:0.25435 AAPL:0.07600 MSFT:0.05793 AVGO:0.06934 MU:0.08301,zscore,mean,3.0,0.5,0.0,1,0.0,1950,09:35,15:45,180,77434,44.0,0.04101557455381357,100.68625050029922,99.5902538210639,1.0959966792353089,0.0027491040201177252,-457.06907946626757,76.30449216732949,24.38175833296974,16199,4.0,0.020803753318106057,-102.3378415244558,25.609026733887504,-127.94686825834332,-2.8940961140016213,-182.26358738963629,0.0,-102.3378415244558,13.096952088156211,-142.90447747215168,108.8999307452748,0.5,0.4,-277.93982920399793,0.0,-205.5981695097502,1.0959966792353089,1.0959966792353089,0.0,1.0,1,-179.99537133617076
partial_or_full_hedge_mid_ridge_pos_k5_zscore_mean_e3_x0.5_h1_contra_nogate_cw1950_mh180,partial_or_full_hedge,mid,ridge_pos,NVDA AAPL MSFT AVGO MU,NVDA:0.25435 AAPL:0.07600 MSFT:0.05793 AVGO:0.06934 MU:0.08301,zscore,mean,3.0,0.5,1.0,1,0.0,1950,09:35,15:45,180,77434,44.0,0.04101557455381357,164.6689200567987,241.84923220745054,-77.1803121506518,-0.30963085597210416,-222.05940865854672,157.63415393146678,7.0347661253319576,16199,4.0,0.020803753318106057,-112.42210303407906,37.162538224448014,-149.58464125852706,-5.0909926647747685,-158.79227054822633,0.0,-112.42210303407906,-17.266618752257095,-76.93685822330258,47.101451519144156,0.25,0.2,-65.35216997824764,0.0,-144.52666481806742,-77.1803121506518,-77.1803121506518,0.0,0.0,1,-186.9758365009259
partial_or_full_hedge_micro_conf_0.5_ridge_pos_k5_zscore_mean_e3_x0.5_h1_contra_nogate_cw1950_mh180,partial_or_full_hedge,micro_conf_0.5,ridge_pos,NVDA AAPL MSFT AVGO MU,NVDA:0.25398 AAPL:0.07658 MSFT:0.05803 AVGO:0.06975 MU:0.08316,zscore,mean,3.0,0.5,1.0,1,0.0,1950,09:35,15:45,180,77434,44.0,0.03942712503551411,184.10433364040824,266.8153468179946,-82.7110131775863,-0.3361926844022262,-222.41224903834475,134.47166415932477,49.63266948108351,16199,4.0,0.020803753318106057,-112.3225031019073,37.21172775193639,-149.5342308538437,-5.088281989810038,-158.7242632404522,0.0,-112.3225031019073,-19.767051010787338,-77.42493541297368,49.47039503385505,0.5,0.2,-63.59536115286859,-4.681887565678182,-144.66600725983426,-82.7110131775863,-82.7110131775863,0.0,0.0,1,-190.15706450750673
xlk_only_timing_micro_conf_0.5_ridge_pos_k5_zscore_mean_e3_x0.5_h0_contra_nogate_cw1950_mh180,xlk_only_timing,micro_conf_0.5,ridge_pos,NVDA AAPL MSFT AVGO MU,NVDA:0.25398 AAPL:0.07658 MSFT:0.05803 AVGO:0.06975 MU:0.08316,zscore,mean,3.0,0.5,0.0,1,0.0,1950,09:35,15:45,180,77434,44.0,0.03942712503551411,94.77395751961382,112.91934145077076,-18.145383931156953,-0.04564912853441663,-456.39465882638854,19.808433741408393,74.96552377820542,16199,4.0,0.020803753318106057,-102.3378415244558,25.609026733887504,-127.94686825834332,-2.8940961140016213,-182.26358738963629,0.0,-102.3378415244558,17.77026898218206,-142.23005683227274,98.64583877652184,0.75,0.5,-273.7279568696993,4.463311509256113,-193.48901472002075,-18.145383931156953,-18.145383931156953,0.0,0.0,1,-203.46897588215708
partial_or_full_hedge_micro_shrink_0.5_ridge_pos_k5_zscore_mean_e3_x0.5_h1_contra_nogate_cw1950_mh180,partial_or_full_hedge,micro_shrink_0.5,ridge_pos,NVDA AAPL MSFT AVGO MU,NVDA:0.24723 AAPL:0.07882 MSFT:0.05988 AVGO:0.07164 MU:0.08406,zscore,mean,3.0,0.5,1.0,1,0.0,1950,09:35,15:45,180,77434,42.0,0.039310897021980006,106.45811519003384,208.00591817333114,-101.54780298329729,-0.40589872164256563,-227.02516989058677,91.8426992937269,14.61541589630696,16199,4.0,0.019816038027038706,-96.61518404295924,17.394761370078303,-114.00994541303754,-4.292319100062267,-123.19799680549932,0.0,-96.61518404295923,-21.347352048151492,-89.82645084417979,52.87401833596168,0.5,0.3,-104.48245757255219,0.0,-162.92174137544507,-101.54780298329729,-101.54780298329729,0.0,0.0,1,-218.77303301625858
xlk_only_timing_mid_ridge_pos_k3_zscore_mean_e3_x0.5_h0_contra_nogate_cw1950_mh180,xlk_only_timing,mid,ridge_pos,NVDA AMD PLTR,NVDA:0.25353 AMD:0.07431 PLTR:0.09031,zscore,mean,3.0,0.5,0.0,1,0.0,1950,09:35,15:45,180,77434,56.0,0.05154066689051321,-5.23031510259564,108.50212710343267,-113.73244220602831,-0.32144847983466335,-268.65665253426295,110.47892438991624,-115.70923949251188,16199,10.0,0.04037286252237792,-21.906064430918804,20.913425550394532,-42.81948998131333,-0.6236198063196486,-230.97949453129064,6.005452286101942,-27.911516717020746,-19.115634063435994,-86.6032612139695,44.30421581484277,0.5,0.3,-101.63061607189081,0.0,-166.55358202176632,-113.73244220602831,-113.73244220602831,0.0,0.0,1,-229.1064252350819
xlk_only_timing_micro_conf_0.5_ridge_pos_k3_zscore_mean_e3_x0.5_h0_contra_nogate_cw1950_mh180,xlk_only_timing,micro_conf_0.5,ridge_pos,NVDA AMD PLTR,NVDA:0.25318 AMD:0.07448 PLTR:0.09052,zscore,mean,3.0,0.5,0.0,1,0.0,1950,09:35,15:45,180,77434,56.0,0.0515277526667872,-7.664987884794527,108.32566911208067,-115.99065699687523,-0.32838627855019475,-265.21522972666617,108.04425160771736,-115.70923949251188,16199,10.0,0.04037286252237792,-21.906064430918804,20.913425550394532,-42.81948998131333,-0.6236198063196486,-230.97949453129064,6.005452286101942,-27.911516717020746,-19.115634063435994,-86.6032612139695,43.64194210117558,0.5,0.3,-101.63061607189081,0.0,-166.67575368237382,-115.99065699687523,-115.99065699687523,0.0,0.0,1,-230.4706150306552
partial_or_full_hedge_micro_conf_0.5_ridge_pos_k3_zscore_mean_e3_x0.5_h1_contra_nogate_cw1950_mh180,partial_or_full_hedge,micro_conf_0.5,ridge_pos,NVDA AMD PLTR,NVDA:0.25318 AMD:0.07448 PLTR:0.09052,zscore,mean,3.0,0.5,1.0,1,0.0,1950,09:35,15:45,180,77434,56.0,0.0515277526667872,64.34151955477402,236.9481320190812,-172.60661246430715,-0.7002948954014492,-250.3231911998144,115.07588988371066,-50.734370328936656,16199,10.0,0.04037286252237792,-38.92372384939469,32.76298349623685,-71.68670734563153,-1.3804101060408247,-132.2750237013336,-12.910470739628698,-26.013253109766033,-37.575537276804894,-111.40742214358905,51.95728587442318,0.25,0.3,-77.78973247371864,0.0,-221.80318558212107,-172.60661246430715,-172.60661246430715,0.0,0.0,1,-316.73682243749
partial_or_full_hedge_mid_ridge_pos_k3_zscore_mean_e3_x0.5_h1_contra_nogate_cw1950_mh180,partial_or_full_hedge,mid,ridge_pos,NVDA AMD PLTR,NVDA:0.25353 AMD:0.07431 PLTR:0.09031,zscore,mean,3.0,0.5,1.0,1,0.0,1950,09:35,15:45,180,77434,56.0,0.05154066689051321,54.76520914843484,232.18720597958307,-177.42199683114822,-0.718682334823684,-255.1015799307425,105.57967270596998,-50.814463557535085,16199,10.0,0.04037286252237792,-39.051982840252656,32.743239579576745,-71.7952224198294,-1.382296810105204,-132.37932634390975,-13.031352995635315,-26.02062984461735,-37.621561694617654,-116.12046990867466,54.0333758814453,0.25,0.3,-84.83952193755607,0.0,-228.80700987190139,-177.42199683114822,-177.42199683114822,0.0,0.0,1,-326.38910812903293
partial_or_full_hedge_micro_shrink_0.5_ridge_pos_k3_zscore_mean_e3_x0.5_h1_contra_nogate_cw1950_mh180,partial_or_full_hedge,micro_shrink_0.5,ridge_pos,NVDA AMD PLTR,NVDA:0.24692 AMD:0.07641 PLTR:0.09067,zscore,mean,3.0,0.5,1.0,1,0.0,1950,09:35,15:45,180,77434,52.0,0.048583309657256504,34.69052871799541,227.85784260929034,-193.16731389129492,-0.8174071370110051,-262.1536075246553,75.36689220231582,-40.67636348432041,16199,10.0,0.039508611642693994,-84.59549059197818,20.524440755319745,-105.11993134729792,-2.1273339206366204,-136.04631064772093,-69.26644050449812,-15.329050087480073,-43.122204953537505,-116.66509474494681,51.96722575043918,0.25,0.2,-81.0136743713108,-1.0992719494389427,-244.52920508420985,-193.16731389129492,-193.16731389129492,0.0,0.0,1,-350.77122772442203
xlk_only_timing_micro_shrink_0.5_ridge_pos_k3_fixed_bps_mean_e50_x25_h0_contra_nogate_cw1950_mh180,xlk_only_timing,micro_shrink_0.5,ridge_pos,NVDA AMD PLTR,NVDA:0.24692 AMD:0.07641 PLTR:0.09067,fixed_bps,mean,50.0,25.0,0.0,1,0.0,1950,09:35,15:45,180,77434,540.0,0.42920422553400317,750.7191838212801,1387.6304557554079,-636.9112719341276,-0.6526551439138214,-1588.5741350072356,51.37590682201321,699.3432769992669,16199,182.0,0.6865855917031916,-926.3979556239476,347.0977045480754,-1273.495660172023,-4.722890525840675,-1431.3124705473197,49.72197488319452,-976.1199305071422,-74.14669379171045,-692.7590535068068,428.82591624603435,0.5,0.4,-422.9392881152112,-78.37236713278567,-inf,-636.9112719341276,-636.9112719341276,0.0,0.0,1,-1000000000350.3011
xlk_only_timing_mid_ridge_pos_k3_fixed_bps_mean_e50_x25_h0_contra_nogate_cw1950_mh180,xlk_only_timing,mid,ridge_pos,NVDA AMD PLTR,NVDA:0.25353 AMD:0.07431 PLTR:0.09031,fixed_bps,mean,50.0,25.0,0.0,1,0.0,1950,09:35,15:45,180,77434,540.0,0.4337242038381073,626.2322982905033,1490.2069516560355,-863.974653365532,-0.8804316553811615,-1750.695352955359,-214.04238015869657,840.2746784491999,16199,186.0,0.6886844866967097,-683.7886102954017,433.7302519829129,-1117.5188622783144,-4.132797475274997,-1322.9202287524924,214.83709732785348,-898.6257076232552,-169.45954985669601,-677.0283775065935,392.9596575385554,0.5,0.3,-437.77501183223296,-88.9077714735749,-inf,-863.974653365532,-863.974653365532,0.0,0.0,1,-1000000000475.186
xlk_only_timing_micro_conf_0.5_ridge_pos_k3_fixed_bps_mean_e50_x25_h0_contra_nogate_cw1950_mh180,xlk_only_timing,micro_conf_0.5,ridge_pos,NVDA AMD PLTR,NVDA:0.25318 AMD:0.07448 PLTR:0.09052,fixed_bps,mean,50.0,25.0,0.0,1,0.0,1950,09:35,15:45,180,77434,536.0,0.4289201126120309,419.4254357144178,1435.4637654175053,-1016.0383297030871,-1.0408805482361618,-1783.0679414465512,-370.1030103997915,789.5284461142094,16199,184.0,0.6844249645039817,-812.8138705454635,448.89584638747067,-1261.7097169329345,-4.674947940376453,-1409.3087894488417,83.6974962262449,-896.5113667717084,-196.48608846577363,-669.4515728009603,348.98025476559553,0.5,0.3,-386.67772604469457,-123.301055611038,-inf,-1016.0383297030871,-1016.0383297030871,0.0,0.0,1,-1000000000558.821
xlk_only_timing_micro_conf_0.5_ridge_pos_k3_fixed_bps_mean_e50_x25_h0_contra_nogate_cw1950_mh180,xlk_only_timing,micro_conf_0.5,ridge_pos,NVDA AAPL MSFT,NVDA:0.31849 AAPL:0.08602 MSFT:0.06675,fixed_bps,mean,50.0,25.0,0.0,1,0.0,1950,09:35,15:45,180,77434,602.0,0.4710850530774595,346.59637636671016,1592.0897929830528,-1245.4934166163432,-1.2118373851022086,-2040.2563446425838,-238.12311219004732,584.7194885567575,16199,190.0,0.6590530279646892,-252.04496476986193,322.07545919064245,-574.1204239605047,-2.1333761182653928,-984.4086110926607,70.6611940869184,-322.70615885678035,-296.386305654176,-754.2945282994528,398.78261738223847,0.25,0.2,-487.117529042632,-62.55883630324389,-inf,-1245.4934166163432,-1245.4934166163432,0.0,0.0,1,-1000000000685.0214
xlk_only_timing_micro_shrink_0.5_ridge_pos_k5_fixed_bps_mean_e50_x25_h0_contra_nogate_cw1950_mh180,xlk_only_timing,micro_shrink_0.5,ridge_pos,NVDA AAPL MSFT AVGO MU,NVDA:0.24723 AAPL:0.07882 MSFT:0.05988 AVGO:0.07164 MU:0.08406,fixed_bps,mean,50.0,25.0,0.0,1,0.0,1950,09:35,15:45,180,77434,446.0,0.3494588940258801,181.1086675487772,1435.0259190924685,-1253.9172515436915,-1.3656766189464822,-1878.5498225646602,-68.88203480665211,249.9907023554293,16199,166.0,0.6213346502870547,-316.8448726660511,308.6458942211781,-625.4907668872293,-2.436872720231769,-1032.8125483298088,-42.18301201047936,-274.66186065557173,-272.0731357666386,-873.6103148432755,440.53535257355,0.25,0.2,-423.9087310792969,-193.60719079844182,-inf,-1253.9172515436915,-1253.9172515436915,0.0,0.0,1,-1000000000689.6545
xlk_only_timing_micro_conf_0.5_ridge_pos_k5_fixed_bps_mean_e50_x25_h0_contra_nogate_cw1950_mh180,xlk_only_timing,micro_conf_0.5,ridge_pos,NVDA AAPL MSFT AVGO MU,NVDA:0.25398 AAPL:0.07658 MSFT:0.05803 AVGO:0.06975 MU:0.08316,fixed_bps,mean,50.0,25.0,0.0,1,0.0,1950,09:35,15:45,180,77434,434.0,0.34775421649404653,10.987959699377825,1282.732701571101,-1271.7447418717231,-1.3880691720720764,-1855.1467643025987,-208.85229681827155,219.84025651764938,16199,172.0,0.6256559046854744,-328.344033831911,358.2045647744465,-686.5485986063576,-2.6400290615699995,-1005.7363767589784,-32.33248270622546,-296.01155112568557,-279.71316226782835,-840.3390096680992,411.3599688382685,0.25,0.2,-414.2098311812025,-194.95354617481829,-inf,-1271.7447418717231,-1271.7447418717231,0.0,0.0,1,-1000000000699.4596
xlk_only_timing_mid_ridge_pos_k4_fixed_bps_mean_e50_x25_h0_contra_nogate_cw1950_mh180,xlk_only_timing,mid,ridge_pos,NVDA AAPL MSFT AVGO,NVDA:0.28804 AAPL:0.08111 MSFT:0.06166 AVGO:0.08202,fixed_bps,mean,50.0,25.0,0.0,1,0.0,1950,09:35,15:45,180,77434,546.0,0.4347960844073663,388.51984174634424,1662.91420028456,-1274.3943585382156,-1.2894692899886355,-1964.503188365268,-588.1414489715287,976.6612907178729,16199,166.0,0.6252855114513242,-534.5320976637513,370.27771475749887,-904.8098124212502,-3.422693617777839,-1008.8782893555799,-85.78952620409197,-448.74257145965936,-266.95510906500647,-710.8195468810828,290.46041144061314,0.0,0.2,-379.92498806120045,-106.0772678694868,-inf,-1274.3943585382156,-1274.3943585382156,0.0,0.0,1,-1000000000700.9169
xlk_only_timing_mid_ridge_pos_k5_fixed_bps_mean_e50_x25_h0_contra_nogate_cw1950_mh180,xlk_only_timing,mid,ridge_pos,NVDA AAPL MSFT AVGO MU,NVDA:0.25435 AAPL:0.07600 MSFT:0.05793 AVGO:0.06934 MU:0.08301,fixed_bps,mean,50.0,25.0,0.0,1,0.0,1950,09:35,15:45,180,77434,438.0,0.34876152594467547,25.165052846087832,1326.7639861005925,-1301.5989332545043,-1.42270077492076,-1880.8862730456897,-195.753440721802,220.91849356788984,16199,174.0,0.6321995184887956,-188.12276922467674,343.6742381367283,-531.7970073614052,-2.026170843807399,-998.1806743718073,132.8142508443797,-320.9370200690564,-299.7064927623374,-836.6154605508841,406.6852708375218,0.25,0.2,-425.84041358166513,-146.8135074458647,-inf,-1301.5989332545043,-1301.5989332545043,0.0,0.0,1,-1000000000715.8794
