symbol,time_bucket,spread_bucket,imb_bucket,obs,buy_bid_fill_prob,sell_ask_fill_prob,buy_passive_markout_cost_bps_median_if_filled,sell_passive_markout_cost_bps_median_if_filled,buy_passive_markout_cost_bps_p75_if_filled,sell_passive_markout_cost_bps_p75_if_filled
AMD,mid_morning,s_q2,balanced,1420,0.6661971830985915,0.7183098591549296,7.459002608351631,12.235053877103267,36.86435927974324,41.344803398769045
AMD,mid_morning,s_q2,bid_heavy,490,0.7163265306122449,0.673469387755102,14.873013563541058,7.094728189152319,42.31018818767317,37.75088781099397
AMD,mid_morning,s_q3,ask_heavy,559,0.5724508050089445,0.6851520572450805,10.715455702361417,13.031780729779816,36.92845801868115,40.238504551845466
AMD,mid_morning,s_q3,balanced,1561,0.6207559256886611,0.6290839205637412,7.6590487955528666,10.761723108209988,36.25733214374005,43.228579754182746
AMD,mid_morning,s_q3,bid_heavy,518,0.6235521235521235,0.6293436293436293,8.149234712775845,8.759086215167548,40.83285375807898,38.36379923622668
AMD,mid_morning,s_q4,ask_heavy,553,0.48282097649186256,0.44665461121157324,11.63094305585248,12.627148368992486,46.958118505319135,38.61557466408546
AMD,mid_morning,s_q4,balanced,1728,0.4756944444444444,0.4670138888888889,10.368570633250979,9.538432905266335,42.58400100769789,41.54742108534079
AMD,mid_morning,s_q4,bid_heavy,441,0.4126984126984127,0.4988662131519274,10.37554693614554,9.29193348223921,27.84734984348883,40.57350600764765
AMD,midday,s_q1,ask_heavy,921,0.7003257328990228,0.7014115092290988,4.89892739273775,4.367211873013931,19.529801488220823,20.508185285291457
AMD,midday,s_q1,balanced,3238,0.6868437306979617,0.7130945027794935,4.17900053645293,4.982899594573787,19.311764130944255,20.06718143349509
AMD,midday,s_q1,bid_heavy,872,0.6708715596330275,0.716743119266055,4.208557400046922,5.021799173686395,21.236140948712585,21.148527737108118
AMD,midday,s_q2,ask_heavy,961,0.6337148803329865,0.6690946930280958,3.469246153218561,3.3537848448373233,21.858479056525944,19.41933437749239
AMD,midday,s_q2,balanced,2877,0.6482446993395898,0.627042057698992,4.973774642793165,4.6566100392480685,23.456941214865118,22.399274983909898
AMD,midday,s_q2,bid_heavy,998,0.6513026052104208,0.627254509018036,5.316775249778334,2.367385679046483,25.65828060414526,20.37737710777997
AMD,midday,s_q3,ask_heavy,915,0.5672131147540984,0.5060109289617486,8.628346656515037,2.0582719663365467,25.260140088457298,19.90731021792734
AMD,midday,s_q3,balanced,2808,0.5366809116809117,0.5495014245014245,5.67727284457099,4.760966640398667,25.13937614005134,23.15848448321231
AMD,midday,s_q3,bid_heavy,1024,0.53125,0.5439453125,5.066166387808793,4.1676313961566755,24.278306511296215,21.33881292974079
AMD,midday,s_q4,ask_heavy,969,0.3735810113519092,0.30856553147574817,5.358262447286565,3.5388650651570823,22.380868891857048,23.775866402737293
AMD,midday,s_q4,balanced,2589,0.34260332174584784,0.35921205098493625,4.639804639804584,4.403768864017481,24.892624102947785,23.808117651017284
AMD,midday,s_q4,bid_heavy,774,0.3268733850129199,0.4509043927648579,7.168790324445627,4.935225169647382,26.66138517322283,26.642073982990294
AMD,close90,s_q1,ask_heavy,660,0.7045454545454546,0.696969696969697,5.7013881571910385,3.0666886839186493,26.01707838234177,25.708878280104447
AMD,close90,s_q1,balanced,1995,0.6927318295739349,0.7383458646616541,4.692858422167625,5.176621391772533,21.58650982072666,23.873760709097613
AMD,close90,s_q1,bid_heavy,695,0.6964028776978417,0.7438848920863309,2.9633214882974324,5.841879787095544,22.015914889448165,24.844138189657933
AMD,close90,s_q2,ask_heavy,500,0.646,0.588,4.197095609837754,4.4593088071354465,22.716282828519073,27.995936872878513
AMD,close90,s_q2,balanced,1454,0.640990371389271,0.6492434662998624,3.9424405161117257,4.641504824722064,21.761102439109187,23.192371331915844
AMD,close90,s_q2,bid_heavy,444,0.6283783783783784,0.6306306306306306,7.013114524161774,2.678239724864443,27.64270596183289,25.604986183322783
AMD,close90,s_q3,ask_heavy,471,0.5116772823779193,0.5286624203821656,7.3800738007380975,5.215733529971828,25.86004231643312,26.347594875514428
AMD,close90,s_q3,balanced,1115,0.5452914798206278,0.5587443946188341,4.974658133790545,4.278941100594699,24.65491828059581,26.782481693215495
AMD,close90,s_q3,bid_heavy,394,0.4619289340101523,0.5532994923857868,6.976942022805877,2.348631016732373,27.978210611348022,20.81694704464342
AMD,close90,s_q4,ask_heavy,442,0.3665158371040724,0.27601809954751133,8.067816675103042,5.073576498292755,30.42155774658476,29.92971951212263
AMD,close90,s_q4,balanced,1004,0.3336653386454183,0.35856573705179284,6.13183444047034,5.040974838039068,29.563954820046533,31.425212548771352
AMD,close90,s_q4,bid_heavy,318,0.2610062893081761,0.44025157232704404,10.178001945129004,4.624773228146829,35.51013366421529,31.18959290604311
