strategy,train_scheme,model_name,horizon_min,label_edge_bps,confidence,train_balanced_accuracy,validation_balanced_accuracy,test_balanced_accuracy,train_mr_frac,train_trend_frac,validation_mr_frac,validation_trend_frac,test_mr_frac,test_trend_frac,2025_05_gross_bps,2025_05_cost_bps,2025_05_net_bps,2025_05_trades,2025_06_gross_bps,2025_06_cost_bps,2025_06_net_bps,2025_06_trades,2025_07_gross_bps,2025_07_cost_bps,2025_07_net_bps,2025_07_trades,2025_08_gross_bps,2025_08_cost_bps,2025_08_net_bps,2025_08_trades,2025_09_gross_bps,2025_09_cost_bps,2025_09_net_bps,2025_09_trades,2025_10_gross_bps,2025_10_cost_bps,2025_10_net_bps,2025_10_trades,2025_11_gross_bps,2025_11_cost_bps,2025_11_net_bps,2025_11_trades,2025_12_gross_bps,2025_12_cost_bps,2025_12_net_bps,2025_12_trades,2026_01_gross_bps,2026_01_cost_bps,2026_01_net_bps,2026_01_trades,2026_02_gross_bps,2026_02_cost_bps,2026_02_net_bps,2026_02_trades,2026_03_gross_bps,2026_03_cost_bps,2026_03_net_bps,2026_03_trades,2026_04_gross_bps,2026_04_cost_bps,2026_04_net_bps,2026_04_trades,2026_05_gross_bps,2026_05_cost_bps,2026_05_net_bps,2026_05_trades,train_gross_bps,train_cost_bps,train_net_bps,train_trades,validation_gross_bps,validation_cost_bps,validation_net_bps,validation_trades,test_gross_bps,test_cost_bps,test_net_bps,test_trades,validation_always_long_net_bps,validation_always_short_net_bps,test_always_long_net_bps,test_always_short_net_bps,validation_excess_vs_best_directional_bps,test_excess_vs_best_directional_bps,validation_score
train_all_rf_depth4_h120_edge5_p0.4,train_all,rf_depth4,120,5.0,0.4,0.6365494122671583,0.41998367524923536,0.44849678320621006,0.13682787623911086,0.100658128294055,0.25941024595733114,0.0,0.23820386601032537,0.04298235082242766,504.36203096267286,116.34656329635358,388.0154676663193,78,186.02585011857187,418.3183000297149,-232.29244991114305,150,339.3967669063702,251.29026315330236,88.10650375306787,138,-26.465209686241664,217.3810247414533,-243.84623442769498,110,211.4370441340263,165.13156509205544,46.30547904197091,110,446.6155209536993,273.61308220035846,173.00243875334084,214,715.6981710007848,155.78134499583953,559.9168260049453,112,365.9905564801669,566.4896361803981,-200.49907970023108,202,211.11792958647513,129.43578694397678,81.68214264249833,92,42.84762097006123,123.3785048503325,-80.53088388027128,122,426.4987240223128,318.8439001517461,107.65482387056666,198,109.94584872918267,240.40472929499532,-130.45888056581268,164,0.0,0.0,0.0,0,2954.1786604565254,2293.787566633452,660.3910938230733,1206,42.84762097006123,123.3785048503325,-80.53088388027128,122,536.4445727514955,559.2486294467415,-22.80405669524599,362,-224.711650262725,-21.974813133673834,-631.4512454619809,-487.16023325476834,-58.55607074659744,464.35617655952234,-141.05604311689297
recent_1m_rf_depth2_h30_edge5_p0.4,recent_1m,rf_depth2,30,5.0,0.4,0.6765134754527368,0.3489655213317669,0.3855641974036906,0.20169906036812973,0.21508559660187926,0.026362277483353718,0.07922272047832586,0.11087765638131829,0.18999879937567535,78.76993307265323,162.63851314725568,-83.86858007460245,56,-21.051183044793476,416.5550502034203,-437.6062332482138,176,-15.289180282636039,253.8653871161132,-269.15456739874924,104,-74.26652681348678,116.91266551831819,-191.17919233180496,66,-19.710901133622727,191.7137075301251,-211.42460866374782,90,-329.6758805258815,412.0371731216171,-741.7130536474987,210,-93.42654423062591,154.35351932681255,-247.7800635574385,34,-23.29125305570834,225.57250841253494,-248.86376146824333,106,507.5214415614049,217.56395995089446,289.9574816105104,122,14.336418108058524,113.9219303994216,-99.58551229136305,88,-191.90374334262293,115.1951564272592,-307.09889976988217,66,156.40630254137199,196.71473080635718,-40.30842826498519,116,0.0,0.0,0.0,0,9.579905547303369,2151.2124843270913,-2141.6325787797878,964,14.336418108058524,113.9219303994216,-99.58551229136305,88,-35.497440801250946,311.90988723361636,-347.4073280348673,182,-178.22599234432568,-49.69476758800719,-225.01133667077553,-398.8313917948716,-49.89074470335586,-122.39599136409177,-151.68269830137234
recent_3m_rf_depth3_h30_edge5_p0.4,recent_3m,rf_depth3,30,5.0,0.4,0.4986894920434854,0.4361346831806163,0.38755807704914624,0.08152035892660628,0.12600524845509184,0.004756080989264846,0.2774833537165376,0.0,0.21557209749069517,147.25150684987477,43.18675549058774,104.064751359287,30,-20.18705015210287,21.84016326341751,-42.02721341552038,10,0.0,0.0,0.0,0,40.280122305640376,17.328735117709233,22.951387187931157,20,-199.18615823690368,26.391423586370042,-225.5775818232737,16,-5.663046749244671,20.034452770786633,-25.697499520031304,14,783.2426018502758,42.898645152380624,740.3439566978952,54,914.0862160813956,226.44580666296727,687.6404094184284,118,89.76055541630501,59.4450437676791,30.31551164862591,36,185.7536465584264,220.16024380003094,-34.40659724160456,148,-29.728619989306537,166.55007337977693,-196.27869336908344,74,-105.10059004544381,42.08696732118198,-147.1875573666258,22,0.0,0.0,0.0,0,1749.5847473652404,457.57102581189815,1292.0137215533423,298,185.7536465584264,220.16024380003094,-34.40659724160456,148,-134.82921003475036,208.63704070095892,-343.4662507357092,96,-522.8203480143374,82.45241542865942,-45.321363334730165,-371.9373572262231,-116.85901267026398,-298.14488740097903,-157.9122752700639
recent_3m_rf_depth4_h30_edge10_p0.4,recent_3m,rf_depth4,30,10.0,0.4,0.6024239543691778,0.44802845155669496,0.37487703813348316,0.08350969271141963,0.13142300854990266,0.02011142818317706,0.3182497621959505,0.00024012486492976348,0.2072877896506183,164.31141900569378,102.82243988523635,61.48897912045744,42,-89.70780017668822,39.316568373027884,-129.02436854971612,8,0.0,0.0,0.0,0,50.289125393492284,35.744405911339896,14.544719482152395,28,-168.8489448777819,61.1907832673581,-230.03972814514,30,-41.05491857864685,11.431083396776735,-52.48600197542358,6,927.0774490663758,157.6808249449561,769.3966241214198,100,1105.7409136684005,216.5319387647329,889.2089749036675,110,304.76882988188515,92.27706645820162,212.4917634236835,74,113.09997240247505,152.96931096565504,-39.86933856318002,98,13.419016858424726,144.7522982792412,-131.33328142081646,74,-103.6521645248989,18.224701820594984,-121.87686634549387,26,0.0,0.0,0.0,0,2252.5760733827306,716.9951110016297,1535.5809623811006,398,113.09997240247505,152.96931096565504,-39.86933856318002,98,-90.23314766647417,162.97700009983618,-253.21014776631034,100,-384.9076223558394,78.92408463100242,23.412377431629576,-349.3736795410458,-118.79342319418244,-276.6225251979399,-161.83094279007827
recent_3m_rf_depth4_h120_edge2.5_p0.4,recent_3m,rf_depth4,120,2.5,0.4,0.7482940482908504,0.33863073853984127,0.4098058555092636,0.13142300854990266,0.1844154744772708,0.001358880282647099,0.08411468949585542,0.029955576899987995,0.29109136751110576,139.05808879680848,172.36995740258234,-33.31186860577385,76,-228.01029480237213,502.4904329785636,-730.5007277809357,152,-296.1127005416664,679.7310327211667,-975.8437332628328,312,-80.40723625558854,80.49831789860195,-160.9055541541905,86,-243.55620332156212,390.8748422284991,-634.4310455500613,250,-83.79534016270895,574.6920296886746,-658.4873698513835,370,1002.3907017985323,192.78589219653446,809.6048096019978,106,424.1961144838946,864.1621950709367,-439.9660805870423,326,387.2718986158574,149.27234994447284,237.9995486713846,116,78.0979449159247,168.10842528523946,-90.01048036931476,170,-293.025747875264,495.84271505425875,-788.8684629295229,282,-160.38895362595616,370.57618034006646,-530.9651339660228,246,0.0,0.0,0.0,0,1021.0350286111947,3606.877050130032,-2585.842021518837,1794,78.0979449159247,168.10842528523946,-90.01048036931476,170,-453.4147015012202,866.4188953943251,-1319.8335968955457,528,-316.33541769793436,-19.862092965747088,-910.1300176131851,-822.6686736551214,-70.14838740356768,-497.1649232404243,-165.177981651746
recent_3m_rf_depth4_h60_edge10_p0.4,recent_3m,rf_depth4,60,10.0,0.4,0.6114382904677149,0.4621833318954254,0.3510005244162926,0.10001693050029628,0.1325234910691611,0.016986003533088736,0.311455360782715,0.0030615920278544845,0.25099051506783526,194.15242409701605,188.02733128964869,6.1250928073673485,48,-141.86487156641726,37.40654994539647,-179.27142151181374,22,0.0,0.0,0.0,0,94.2480518922384,43.46320562921976,50.78484626301866,40,-185.10922823985254,78.45997678308896,-263.5692050229415,58,-100.24515525278943,82.72245160687659,-182.967606859666,50,826.942132527666,196.38041462680292,630.5617179008632,116,719.1504571314855,278.28345476884374,440.8670023626418,122,244.9405498288204,69.07163019998502,175.8689196288354,34,214.64108415845118,187.2228832972181,27.418200861233103,148,-76.29096945096947,234.3486105777385,-310.63958002870794,130,-196.39989573134287,73.93209392691097,-270.3319896582538,44,0.0,0.0,0.0,0,1652.2143604181672,973.815014849862,678.3993455683052,490,214.64108415845118,187.2228832972181,27.418200861233103,148,-272.69086518231234,308.28070450464946,-580.9715696869617,174,-594.2382502630667,219.77521270934525,-157.62066434150512,-458.90664435231315,-192.35701184811217,-423.3509053454566,-169.6781218327857
recent_1m_rf_depth4_h60_edge10_p0.4,recent_1m,rf_depth4,60,10.0,0.4,0.7828096715704675,0.348518035209424,0.411472971148014,0.20144162697901918,0.2067190114557858,0.030438918331295015,0.08479412963717896,0.11171809340857246,0.2571737303397767,329.0890069707508,321.8274427297475,7.261564241003299,122,-125.06768563670612,554.4532096647415,-679.5208953014476,238,-27.22115600647612,318.30369383351683,-345.524849839993,156,-2.101915160208634,177.37365133079902,-179.47556649100764,110,-62.122887856954634,307.31617110771066,-369.43905896466526,168,-146.6689270133781,546.4536533721292,-693.1225803855071,234,20.944048693865014,264.30064077120454,-243.3565920773395,62,-106.95891706792082,294.5743355142079,-401.53325258212874,140,590.6851326992779,193.22026198865868,397.4648707106193,138,55.263588936886876,118.04646426012397,-62.7828753232371,78,72.30706430545908,446.9410309828729,-374.63396667741387,242,235.4599411790037,431.7902628066077,-196.33032162760398,258,0.0,0.0,0.0,0,470.57669962224935,2977.8230603127154,-2507.246360690466,1368,55.263588936886876,118.04646426012397,-62.7828753232371,78,307.7670054844628,878.7312937894804,-570.9642883050178,500,-287.0352453243927,50.922594162525414,-794.8916854363442,-962.6433172164907,-113.7054694857625,223.92739713132642,-178.90548766991157
recent_1m_rf_depth2_h60_edge2.5_p0.4,recent_1m,rf_depth2,60,2.5,0.4,0.7389611516595987,0.3491243549220467,0.4208045056294219,0.1727378040931909,0.24160123568026773,0.03370023100964805,0.06196494088870771,0.10577500300156081,0.2346019930363789,129.40440791321174,63.26748714670993,66.13692076650179,28,-52.985244983565494,477.44744232404526,-530.4326873076108,172,-99.92719641902958,311.05819103143244,-410.98538745046204,160,14.798594219112005,88.8497192862234,-74.0511250671114,96,15.137512666596464,206.3743197817538,-191.2368071151573,104,-215.6645263454937,436.7644252103554,-652.428951555849,198,-174.34832562457814,280.8320421203779,-455.180367744956,38,-15.991074823826779,233.22643533714603,-249.21751016097284,158,528.6352811334716,178.04556958914947,350.5897115443222,112,-51.75572762089686,64.26181714052262,-116.01754476141949,64,-214.52835119571745,75.09899903200538,-289.62735022772284,38,85.15300839283313,243.631885989644,-158.47887759681086,144,0.0,0.0,0.0,0,129.05942773589805,2275.8656318271937,-2146.8062040912955,1066,-51.75572762089686,64.26181714052262,-116.01754476141949,64,-129.37534280288432,318.7308850216493,-448.1062278245336,182,-82.83923135688903,-45.7109332036573,-87.89260073959002,-549.4879971047716,-70.30661155776218,-360.2136270849436,-186.04600362698733
recent_3m_rf_depth4_h30_edge10_p0.5,recent_3m,rf_depth4,30,10.0,0.5,0.47619540295456614,0.3436828657434121,0.357603168729356,0.020697536612206892,0.07089646999068823,0.0,0.1183584726185623,0.0,0.13669107936126787,20.44614641433462,122.18259261157704,-101.73644619724242,46,0.0,0.0,0.0,0,0.0,0.0,0.0,0,48.556775999504254,70.30527217044215,-21.748496170937898,52,16.639525185633275,179.77944970066753,-163.13992451503427,88,0.0,0.0,0.0,0,820.0208608588166,142.6898938344454,677.3309670243711,82,598.7373509231819,116.65361152354163,482.0837393996402,78,137.08635787357258,23.58300541446722,113.50335245910539,8,-41.96275295944574,65.74731186300177,-107.7100648224475,78,-89.58720131325926,217.49516762114175,-307.082368934401,110,-10.546704937155482,33.7524789590219,-44.299183896177404,32,0.0,0.0,0.0,0,1641.4870172550434,655.1938252551412,986.2931919999024,354,-41.96275295944574,65.74731186300177,-107.7100648224475,78,-100.13390625041474,251.24764658016363,-351.38155283057836,142,-23.797662216608124,-107.7100648224475,-151.0840615328924,-351.38155283057836,-83.91240260583939,-200.29749129768595,-191.47300436400286
train_all_rf_depth3_h120_edge5_p0.4,train_all,rf_depth3,120,5.0,0.4,0.49580483379215295,0.34657114686548923,0.3875414922332423,0.07799229907971272,0.04986482427155302,0.13140372333197445,0.0,0.1117781246248049,0.006363308920638732,38.5208287137484,265.57221660854003,-227.05138789479165,102,107.70725584004381,204.7668149320421,-97.05955909199828,94,215.96575154077868,145.99853240444884,69.96721913632983,90,-5.865895679688649,35.799885171049894,-41.66578085073853,24,51.16806018777176,191.71133565060575,-140.54327546283395,76,217.80248273534752,198.13212937039296,19.670353364954554,132,226.04216884070993,177.72031229812788,48.32185654258206,84,273.1741609855476,479.9599463927563,-206.78578540720878,200,80.14410298047281,48.59930809844294,31.54479488202986,44,-2.0153426852509426,108.06480927444932,-110.0801519597002,94,106.80994173816849,328.9385226538255,-222.12858091565698,144,143.95755967425038,99.30338923447579,44.65417043977463,80,0.0,0.0,0.0,0,1204.6589161447318,1748.2604809264067,-543.6015647816748,846,-2.0153426852509426,108.06480927444932,-110.0801519597002,94,250.76750141241888,428.2419118883013,-177.4744104758824,224,-190.0724438532079,-26.059728979380658,-512.8559448176237,-343.5114788870233,-84.02042298031955,166.03706841114092,-196.03810393508732
recent_6m_rf_depth3_h120_edge2.5_p0.4,recent_6m,rf_depth3,120,2.5,0.4,0.5431850454600547,0.35305841970786855,0.39326791670524036,0.07423250102333197,0.08692181743757675,0.016986003533088736,0.03288490284005979,0.04706447352623364,0.038419978388762155,-94.47677953816402,128.11382869695245,-222.59060823511652,42,-39.22275589831159,46.01077844760273,-85.23353434591431,34,16.960989933823,34.178555690791555,-17.217565756968554,16,20.342918701814483,8.73421899616195,11.608699705652532,20,296.097518338625,136.47244150309274,159.6250768355322,102,33.59638656409203,228.77228137942765,-195.17589481533562,160,693.8733643498285,307.26393483674497,386.60942951308346,118,374.02617327856547,461.1558484171862,-87.12967513862073,216,136.3790874995541,42.45360922959647,93.9254782699576,48,-30.411919872479487,98.16349235545819,-128.57541222793768,92,-7.662897958624626,166.86427842840607,-174.52717638703066,124,-47.679034771253015,280.44307993521966,-328.1221147064726,168,0.0,0.0,0.0,0,1437.576903229827,1393.1554971975568,44.42140603227018,756,-30.411919872479487,98.16349235545819,-128.57541222793768,92,-55.34193272987764,447.3073583636257,-502.64929109350334,292,-60.79594607960894,-135.56201105293633,-527.8627965719375,-366.6450286626249,-67.77946614832874,-136.00426243087844,-197.73246879696063
train_all_rf_depth4_h60_edge2.5_p0.4,train_all,rf_depth4,60,2.5,0.4,0.6205722708670199,0.4168310494979171,0.4769057143546589,0.15573882410770365,0.17724405363335974,0.09566517189835576,0.09648050006794401,0.21581222235562492,0.1653860007203746,379.99194254251023,204.07098587236476,175.92095667014547,98,517.5924411676202,562.9634346572276,-45.37099348960728,198,476.18332020253894,415.33563964894154,60.84768055359742,252,310.7526472495703,189.58164419288144,121.17100305668885,186,528.8834133419584,401.4815585687378,127.40185477322068,258,515.7861422777188,470.43075514281196,45.35538713490675,206,765.1412700289218,503.96199749621604,261.1792725327056,128,581.1005375120803,350.1248616023483,230.97567590973213,172,257.24881168229354,267.09343643526876,-9.844624752975289,172,10.42275775196444,185.86218932209562,-175.43943157013118,180,437.8288594247337,523.9978286341552,-86.16896920942139,302,241.7458491660529,517.1381085712534,-275.3922594052005,274,0.0,0.0,0.0,0,4332.680526005212,3365.0443136167983,967.6362123884144,1670,10.42275775196444,185.86218932209562,-175.43943157013118,180,679.5747085907866,1041.1359372054085,-361.56122861462194,576,-223.9755516708963,-147.74327596072249,-1012.4349002177931,-1069.9668381392617,-27.69615560940869,650.8736716031713,-208.26038615066545
recent_1m_rf_depth3_h60_edge5_p0.5,recent_1m,rf_depth3,60,5.0,0.5,0.6850487560476389,0.3323378504138314,0.35137661443159485,0.10953790706654654,0.1581928176084438,0.004891969017529555,0.01943198804185351,0.036739104334253814,0.010025213110817626,-73.11954481778571,17.842858093750493,-90.9624029115362,12,-27.12888749709208,210.29182119441734,-237.4207086915095,106,-20.510417010894955,89.07280746792898,-109.58322447882398,84,-65.14217537018752,24.738604062297412,-89.88077943248494,20,-13.716413449609277,64.3399611611957,-78.05637461080497,54,-30.62603845788381,105.11291270455358,-135.73895116243742,66,-69.68020830429467,10.02110616573233,-79.701314470027,24,3.82045169661005,28.825104498550843,-25.004652801940793,20,446.72708092954315,224.57659894767897,222.15048198186426,120,-29.50008491326095,23.118061781548096,-52.618146694809056,30,-81.94784395263,99.06006758353924,-181.00791153616922,46,-104.84994695015182,177.30193590604298,-282.1518828561948,98,0.0,0.0,0.0,0,150.62384771840522,774.8217742961057,-624.1979265777006,506,-29.50008491326095,23.118061781548096,-52.618146694809056,30,-186.7977909027818,276.3620034895822,-463.15979439236406,144,-153.69763312411703,107.46846845275438,-159.33218904744234,-393.4826830329138,-160.08661514756344,-303.8276053449217,-210.53728642731159
recent_1m_rf_depth2_h30_edge10_p0.5,recent_1m,rf_depth2,30,10.0,0.5,0.434173481099757,0.33078090725925946,0.3330027548209366,0.01145578581542026,0.0334663405843738,0.0,0.016170675363500475,0.0,0.0015007804058110217,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,195.65174463653358,74.95883729592616,120.69290734060739,34,-51.67552804786091,58.025383456764516,-109.70091150462542,56,-31.963928941500797,2.1814905982802038,-34.145419539781,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,195.65174463653358,74.95883729592617,120.69290734060739,34,-51.67552804786091,58.025383456764516,-109.70091150462542,56,-31.963928941500797,2.1814905982802038,-34.145419539781,4,-6.3786232992440715,-109.70091150462542,29.782517824135283,-34.145419539781,-103.32228820538135,-63.927937363916286,-212.61665981025243
train_all_rf_depth3_h60_edge5_p0.4,train_all,rf_depth3,60,5.0,0.4,0.4627987532327003,0.34996111551091796,0.3747395547726142,0.07311778038723067,0.06407875692946284,0.018073107759206414,0.04280472890338361,0.04820506663465002,0.07924120542682195,160.2089111545357,52.037542013080625,108.1713691414551,32,87.76795263321091,212.54887035590156,-124.78091772269062,62,117.72407706804877,122.28633974039397,-4.562262672345198,68,137.07780246723365,62.898896212823,74.17890625441066,58,184.45345147895864,82.91122069058905,101.54223078836962,84,202.77993680089423,426.16588612693516,-223.38594932604087,204,556.7980665311368,162.92870594986235,393.86936058127435,68,219.12194329956947,162.31027545378592,56.81166784578353,84,104.17807292189885,14.0580166613245,90.12005626057434,32,-25.38827453429704,119.70176981271153,-145.0900443470086,114,136.92971755093097,100.90485294664073,36.02486460429025,108,118.88771368097295,309.5481407646485,-190.6604270836756,168,0.0,0.0,0.0,0,1770.110214355487,1298.145753204696,471.964461150791,692,-25.38827453429704,119.70176981271153,-145.0900443470086,114,255.81743123190392,410.45299371128925,-154.6355624793853,276,-73.8856723523138,-165.51012823069408,-534.1642286839393,-286.81066032881085,-71.20437199469478,132.17509784942555,-218.77989367722975
recent_6m_rf_depth2_h60_edge2.5_p0.4,recent_6m,rf_depth2,60,2.5,0.4,0.4257407614369894,0.328546866207029,0.35996923046977974,0.0744167007777323,0.05540319279574294,0.0,0.03370023100964805,0.034938167847280585,0.06645455636931204,-43.844968448985,39.51933420824494,-83.36430265722993,12,-81.37576183707473,102.25201653235638,-183.6277783694311,48,39.10471754684508,136.8406873419628,-97.73596979511771,62,0.0,0.0,0.0,0,218.1303486013597,188.29449548491698,29.83585311644273,148,167.95661880778744,333.5218244324475,-165.56520562466002,204,45.4171316872376,150.67818873765668,-105.26105705041908,42,206.32017104231792,230.13960792500927,-23.81943688269137,164,136.18217233654306,48.95917283000155,87.2229995065415,54,-74.19752865203577,8.537738632815355,-82.73526728485112,20,67.40529964225139,4.350704765539589,63.0545948767118,8,-75.64184917813854,336.0893658722587,-411.7312150503973,210,0.0,0.0,0.0,0,687.8904297360311,1230.205327492596,-542.3148977565651,734,-74.19752865203577,8.537738632815355,-82.73526728485112,20,-8.23654953588715,340.44007063779827,-348.6766201736854,218,-82.73526728485112,65.65978877007743,-459.7474734729746,-221.26634593921918,-148.39505605492855,-127.41027423446624,-228.27174160935016
recent_1m_rf_depth3_h60_edge10_p0.4,recent_1m,rf_depth3,60,10.0,0.4,0.7670886568923074,0.37965239553245644,0.4294073904253559,0.19050070794182006,0.21431329643454755,0.036689767631471665,0.16292974588938713,0.14107335814623603,0.3266298475207108,462.7542701555765,529.4917578451925,-66.73748768961606,198,-308.69806036835536,522.9691368169781,-831.6671971853334,140,-37.034418673291825,307.791247646024,-344.82566631931576,170,58.72772616584143,116.58844376267912,-57.86071759683771,102,5.527648828236309,225.66914654050143,-220.1414977122651,128,-208.36326796501936,479.4311061618489,-687.7943741268684,166,-49.920551742577146,739.3797270870663,-789.3002788296435,150,-99.24000795899168,257.96042745129586,-357.2004354102876,154,598.7911212181896,217.31944601430675,381.47167520388285,150,72.70864834103108,170.91663912061446,-98.20799077958337,120,0.9225978753057973,280.1024348142437,-279.1798369389379,166,35.804305485918064,243.79928253364957,-207.9949770477314,132,0.0,0.0,0.0,0,422.5444596596084,3396.6004393258936,-2974.055979666285,1358,72.70864834103108,170.91663912061446,-98.20799077958337,120,36.72690336122386,523.9017173478933,-487.17481398666945,298,-371.1279635526697,29.209026810905637,-101.26172740517083,-946.6534346894636,-127.41701759048901,-385.91308658149865,-230.37431637077853
recent_3m_rf_depth3_h60_edge10_p0.5,recent_3m,rf_depth3,60,10.0,0.5,0.4314956404767692,0.3235895883166298,0.3477379941451619,0.030855836789977144,0.028400914247016,0.0,0.08058160076097295,0.0,0.07912114299435706,2.7361883120224917,21.919684611430604,-19.183496299408112,14,0.0,0.0,0.0,0,0.0,0.0,0.0,0,25.836491483586244,22.802195559907524,3.034295923678712,30,-67.15088375140787,32.857393692211026,-100.00827744361891,26,0.0,0.0,0.0,0,466.7229426965935,37.36874265445846,429.35420004213506,32,356.61679658234743,121.99349060815693,234.62330597419054,60,88.22105373721634,41.17561806500686,47.045435672209464,20,-75.85967030878216,8.15360126678127,-84.01327157556344,14,-13.313780641475148,56.27098141229258,-69.58476205376768,64,-36.756110249216434,15.81591964990738,-52.57202989912382,18,0.0,0.0,0.0,0,872.9825890603582,278.11712519117145,594.8654638691867,182,-75.85967030878216,8.15360126678127,-84.01327157556344,14,-50.06989089069158,72.08690106219996,-122.1567919528915,82,67.7059120058415,-84.01327157556344,-22.053832492856706,-122.1567919528915,-151.71918358140493,-100.10295946003478,-232.90423933714112
recent_1m_rf_depth2_h30_edge2.5_p0.4,recent_1m,rf_depth2,30,2.5,0.4,0.6886198411042489,0.3488830572169015,0.4211642796139761,0.20903591195778093,0.2022139271463509,0.03111835847261856,0.06862345427367848,0.11165806219234002,0.223856405330772,135.33195235387652,77.8564095247288,57.47554282914773,24,-120.67083107370813,294.19547420939654,-414.8663052831046,116,-7.13917139383291,202.57271739901654,-209.71188879284946,138,-12.91515897499984,29.97323594264917,-42.888394917649016,40,88.8307429827151,133.6898768726459,-44.85913388993078,78,-209.93066390908587,173.87489124664287,-383.8055551557287,94,-114.209965357146,208.52759335061,-322.7375587077561,38,-91.06767929084825,124.92839965215492,-215.9960789430032,66,586.0716191366056,507.77032412474716,78.30129501185849,226,-66.0387821524111,44.11234305642244,-110.15112520883355,58,-204.18876070237957,88.50448558773073,-292.69324629011027,42,265.0744770564284,251.5820872578505,13.492389798577904,160,0.0,0.0,0.0,0,254.30084447357615,1753.3889223225917,-1499.088077849016,820,-66.0387821524111,44.11234305642244,-110.15112520883355,58,60.885716354048824,340.0865728455812,-279.2008564915323,202,-107.01625509684735,18.7864064666932,-151.62178238008798,-528.6121516014048,-128.93753167552674,-127.57907411144433,-237.80544346501242
recent_1m_rf_depth4_h60_edge5_p0.4,recent_1m,rf_depth4,60,5.0,0.4,0.785350801347971,0.3874347432560858,0.4243628613706614,0.2068477281503411,0.21109537907066547,0.030574806359559722,0.10653621415953254,0.09178772961940208,0.28808980669948375,95.18119713283646,230.75784939372267,-135.5766522608862,88,-95.25505070413942,548.256452344196,-643.5115030483354,230,-29.920012640607396,340.5650248066658,-370.48503744727316,182,-32.06417103458925,168.15357708385852,-200.21774811844776,124,-38.04878710057302,132.4053026566937,-170.4540897572667,88,64.33947806114837,567.7539047145502,-503.41442665340185,334,56.522690387064145,381.3867672081571,-324.86407682109297,82,-110.17549447792874,339.51465708225686,-449.6901515601856,146,618.2340727590674,126.2984375042708,491.93563525479664,82,6.702297408427427,125.51149012104585,-118.80919271261845,92,-220.1416859890415,285.168424849234,-505.3101108382754,184,221.35862554145902,201.00210664393333,20.35651889752561,160,0.0,0.0,0.0,0,528.8139223822785,2835.091972794372,-2306.2780504120933,1356,6.702297408427427,125.51149012104585,-118.80919271261845,92,1.2169395524175286,486.17053149316735,-484.95359194074973,344,-268.5001072032662,17.53334590463414,-179.19348693812697,-793.2059152578631,-136.3425386172526,-305.76010500262277,-257.5529584033625
recent_1m_rf_depth4_h30_edge5_p0.5,recent_1m,rf_depth4,30,5.0,0.5,0.6754891883999616,0.33868525836096347,0.3546605614644664,0.14339039773458617,0.16102458488866006,0.00040766408479412964,0.025818725370294875,0.04346260055228719,0.021911393924840917,-36.53797360210653,157.6229534347228,-194.16092703682932,50,233.2871928912095,647.549318394536,-414.26212550332656,288,6.246115159376231,731.6196240016418,-725.3735088422657,484,-4.178695903584995,130.7294308178431,-134.9081267214281,72,-13.504728687481204,184.31956743256407,-197.8242961200453,192,14.751088752813502,246.61794307196624,-231.86685431915274,144,-1.6902993187883908,153.7306086126893,-155.42090793147776,62,64.21760295570955,235.32806422789653,-171.110461272187,90,701.0896696328394,185.85804704242113,515.2316225904183,116,-53.46273526699363,55.69603169905273,-109.15876696604637,40,83.75465208315447,64.63732029752728,19.117331785627183,56,128.30635507746103,340.7184061542591,-212.412051076798,190,0.0,0.0,0.0,0,963.6799718799871,2673.375557036281,-1709.6955851562939,1498,-53.46273526699363,55.69603169905273,-109.15876696604637,40,212.06100716061547,405.35572645178627,-193.2947192911709,246,-153.4875234350245,42.13968300769338,-570.6680051295918,-240.30401494020262,-151.29844997373976,47.00929564903171,-259.8551659411291
recent_1m_rf_depth4_h30_edge2.5_p0.4,recent_1m,rf_depth4,30,2.5,0.4,0.7478336719336202,0.3848494986013053,0.4321679456581787,0.20594671128845413,0.21289741279443944,0.039543416225030575,0.12719119445576846,0.10175291151398727,0.2704406291271461,144.127779789347,158.4653600156803,-14.337580226333294,70,-180.44004830298553,298.60200364518363,-479.04205194816916,136,-35.719805721710074,294.6198443569179,-330.339650078628,136,59.32947600142846,118.46646447779624,-59.136988476367755,90,17.770952151874297,471.5824733414853,-453.81152118961097,362,27.5773044219374,495.0134077120119,-467.4361032900745,328,17.651097410782413,186.09341284159825,-168.4423154308158,54,-104.2453734110893,328.9227670342526,-433.168140445342,212,749.4087517413827,185.43957724307842,563.9691744983043,120,21.04678397170545,120.95048962562788,-99.90370565392246,86,-424.7579883637176,294.2926494141855,-719.0506377779031,142,134.28974658544314,178.98658043636092,-44.696833850917834,132,0.0,0.0,0.0,0,695.4601340809675,2537.2053106680046,-1841.7451765870373,1508,21.04678397170545,120.95048962562788,-99.90370565392246,86,-290.46824177827443,473.2792298505464,-763.7474716288209,274,-330.8068456056648,88.89898766358777,9.826810329711654,-956.3561130500095,-188.80269331751023,-773.5742819585325,-290.90542846670104
