strategy,train_scheme,model_name,horizon_min,label_edge_bps,confidence,train_balanced_accuracy,validation_balanced_accuracy,test_balanced_accuracy,train_mr_frac,train_trend_frac,validation_mr_frac,validation_trend_frac,test_mr_frac,test_trend_frac,2025_05_gross_bps,2025_05_cost_bps,2025_05_net_bps,2025_05_trades,2025_06_gross_bps,2025_06_cost_bps,2025_06_net_bps,2025_06_trades,2025_07_gross_bps,2025_07_cost_bps,2025_07_net_bps,2025_07_trades,2025_08_gross_bps,2025_08_cost_bps,2025_08_net_bps,2025_08_trades,2025_09_gross_bps,2025_09_cost_bps,2025_09_net_bps,2025_09_trades,2025_10_gross_bps,2025_10_cost_bps,2025_10_net_bps,2025_10_trades,2025_11_gross_bps,2025_11_cost_bps,2025_11_net_bps,2025_11_trades,2025_12_gross_bps,2025_12_cost_bps,2025_12_net_bps,2025_12_trades,2026_01_gross_bps,2026_01_cost_bps,2026_01_net_bps,2026_01_trades,2026_02_gross_bps,2026_02_cost_bps,2026_02_net_bps,2026_02_trades,2026_03_gross_bps,2026_03_cost_bps,2026_03_net_bps,2026_03_trades,2026_04_gross_bps,2026_04_cost_bps,2026_04_net_bps,2026_04_trades,2026_05_gross_bps,2026_05_cost_bps,2026_05_net_bps,2026_05_trades,train_gross_bps,train_cost_bps,train_net_bps,train_trades,validation_gross_bps,validation_cost_bps,validation_net_bps,validation_trades,test_gross_bps,test_cost_bps,test_net_bps,test_trades,validation_always_long_net_bps,validation_always_short_net_bps,test_always_long_net_bps,test_always_short_net_bps,validation_excess_vs_best_directional_bps,test_excess_vs_best_directional_bps,validation_score
recent_6m_rf_depth3_h30_edge2.5_p0.5,recent_6m,rf_depth3,30,2.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
train_all_rf_depth3_h60_edge10_p0.7,train_all,rf_depth3,60,10.0,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
train_all_rf_depth3_h60_edge10_p0.6,train_all,rf_depth3,60,10.0,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
train_all_rf_depth3_h60_edge10_p0.5,train_all,rf_depth3,60,10.0,0.5,0.3397364791435628,0.3333333333333333,0.3333333333333333,0.0022938911494033154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,138.76591502338442,14.894219726158514,123.87169529722593,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,138.76591502338442,14.894219726158514,123.87169529722593,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
train_all_rf_depth2_h60_edge10_p0.7,train_all,rf_depth2,60,10.0,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
train_all_rf_depth2_h60_edge10_p0.6,train_all,rf_depth2,60,10.0,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_3m_rf_depth4_h120_edge2.5_p0.5,recent_3m,rf_depth4,120,2.5,0.5,0.5328041061930852,0.3333333333333333,0.3296692414847137,0.05104545839329552,0.05942605603995598,0.0,0.0,0.0,0.012246368111417938,26.655283551582087,69.64713954910252,-42.99185599752042,22,0.0,0.0,0.0,0,20.776864373805992,59.137891926731854,-38.361027552925876,52,1.7175483251108403,4.386923831022094,-2.669375505911254,6,-77.92490269522112,10.502199280668373,-88.42710197588949,6,25.487580731073933,30.026739739513058,-4.539159008439126,26,779.466616988067,221.7248576228387,557.7417593652283,98,428.61436043734716,213.5992490157565,215.01511142159066,80,28.46679564425081,91.1671342970265,-62.70033865277568,46,0.0,0.0,0.0,0,48.65827412803725,20.336052780458818,28.322221347578427,14,6.619835615122582,19.549691128120443,-12.929855512997866,38,0.0,0.0,0.0,0,1233.2601473560167,700.1921352626596,533.0680120933573,336,0.0,0.0,0.0,0,55.27810974315983,39.88574390857926,15.39236583458056,52,0.0,0.0,-81.91373962348857,2.153204179173333,0.0,13.239161655407226,3.3333333333333335
recent_3m_rf_depth4_h120_edge2.5_p0.7,recent_3m,rf_depth4,120,2.5,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth3_h60_edge5_p0.5,recent_6m,rf_depth3,60,5.0,0.5,0.3540939706111271,0.3333333333333333,0.3333333333333333,0.00781825624232501,0.0024969300040933277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,21.45487054315609,86.45199654660972,-64.99712600345363,44,0.0,0.0,0.0,0,91.82603796126898,19.81517126414298,72.010866697126,10,228.38439058291192,63.2802672618801,165.10412332103186,32,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,341.665299087337,169.54743507263277,172.11786401470425,86,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
train_all_rf_depth3_h120_edge10_p0.7,train_all,rf_depth3,120,10.0,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth3_h120_edge10_p0.5,recent_6m,rf_depth3,120,10.0,0.5,0.3478286678096126,0.3333333333333333,0.3333333333333333,0.0061809250920998775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,224.65323802162374,64.94776613366557,159.70547188795817,36,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,224.65323802162374,64.94776613366557,159.70547188795817,36,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth2_h120_edge10_p0.7,recent_6m,rf_depth2,120,10.0,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth2_h120_edge10_p0.6,recent_6m,rf_depth2,120,10.0,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth2_h120_edge10_p0.5,recent_6m,rf_depth2,120,10.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth2_h120_edge10_p0.4,recent_6m,rf_depth2,120,10.0,0.4,0.39692922080001,0.3333333333333333,0.3333333333333333,0.01749897666803111,0.02005730659025788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,40.09896467451313,3.145308793167902,36.95365588134522,8,23.2456363177036,25.677250452956436,-2.4316141352528367,6,105.50844593760544,5.512685247489079,99.99576069011636,12,362.97926644484056,236.55556903881512,126.42369740602544,92,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,531.8323133746627,270.8908135324286,260.9414998422341,118,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
train_all_rf_depth4_h120_edge10_p0.7,train_all,rf_depth4,120,10.0,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
train_all_rf_depth4_h120_edge10_p0.6,train_all,rf_depth4,120,10.0,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
train_all_rf_depth4_h120_edge10_p0.5,train_all,rf_depth4,120,10.0,0.5,0.3705214693551415,0.3333333333333333,0.3333333333333333,0.0036593025478576695,0.01129195226521751,0.0,0.0,0.0,0.0,-33.58738273900208,3.6392186834695868,-37.22660142247167,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,107.39046049526912,33.556575492997524,73.83388500227159,32,341.94456470843625,126.31703202527433,215.62753268316192,84,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,415.7476424647033,163.51282620174143,252.2348162629618,120,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
train_all_rf_depth3_h120_edge10_p0.6,train_all,rf_depth3,120,10.0,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_1m_rf_depth3_h120_edge5_p0.6,recent_1m,rf_depth3,120,5.0,0.6,0.48973654213995516,0.3333333333333333,0.3322114703091125,0.036298107864590035,0.02561462221650148,0.0,0.0,0.004682434866130388,6.003121623244087e-05,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-36.363240136374486,8.1628583137004,-44.52609845007489,14,10.024871866649576,68.90160883789305,-58.876736971243474,30,180.33375038018386,58.89052103047005,121.44322934971379,34,0.0,0.0,0.0,0,39.65002335021062,45.49165207437575,-5.841628724165137,38,8.102728949062055,3.1712413011305287,4.931487647931525,2,0.0,0.0,0.0,0,153.99538211045893,135.9549881820635,18.040393928395442,78,0.0,0.0,0.0,0,47.75275229927267,48.66289337550627,-0.9101410762336025,40,0.0,0.0,-96.45292136425944,-0.9101410762336025,0.0,0.0,3.3333333333333335
train_all_rf_depth3_h120_edge10_p0.5,train_all,rf_depth3,120,10.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
train_all_rf_depth2_h120_edge10_p0.7,train_all,rf_depth2,120,10.0,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
train_all_rf_depth2_h120_edge10_p0.6,train_all,rf_depth2,120,10.0,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
train_all_rf_depth2_h120_edge10_p0.5,train_all,rf_depth2,120,10.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
train_all_rf_depth2_h120_edge10_p0.4,train_all,rf_depth2,120,10.0,0.4,0.3365241132370749,0.3333333333333333,0.3333333333333333,2.7308227969087086e-05,0.0021983123515115104,0.0,0.0,0.0,0.0,-5.569240799401243,33.84305371651796,-39.41229451591919,2,0.0,0.0,0.0,0,-2.3282388926038067,4.629410098851131,-6.9576489914549375,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.558524519646667,20.71440128443814,-25.272925804084807,2,21.024258103814475,17.973648873177268,3.050609230637205,4,18.335708109935567,8.149986668928095,10.185721441007466,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,26.903962002098325,85.31050064191258,-58.40653863981426,26,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_1m_rf_depth4_h120_edge5_p0.7,recent_1m,rf_depth4,120,5.0,0.7,0.5057402489407031,0.3333333333333333,0.3333333333333333,0.030763289998712834,0.025743338911056766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,180.0191454742528,103.13275289442262,76.88639257983017,46,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,180.0191454742528,103.13275289442262,76.88639257983019,46,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_1m_rf_depth4_h120_edge5_p0.6,recent_1m,rf_depth4,120,5.0,0.6,0.7281638415648941,0.3333333333333333,0.3370237266058354,0.0629424636375338,0.08533916849015317,0.0,0.0,0.009064713651098571,0.0024012486492976347,0.0,0.0,0.0,0,0.0,0.0,0.0,0,15.65009236420778,65.6927392024392,-50.042646838231434,22,0.0,0.0,0.0,0,0.18403831971269824,25.233620090073163,-25.04958177036046,4,-0.053569374580675344,16.25433008747358,-16.307899462054255,12,-77.01841499648587,42.391570192523815,-119.4099851890097,26,-20.758203203961045,38.61556544538599,-59.37376864934702,18,326.2761672823711,216.59958152402174,109.67658575834932,96,0.0,0.0,0.0,0,-49.25744400145149,83.74064170462086,-132.99808570607237,50,7.6946657029353105,48.39931632928632,-40.704650626351,16,0.0,0.0,0.0,0,244.28011039126397,404.7874065419175,-160.5072961506535,178,0.0,0.0,0.0,0,-41.56277829851618,132.13995803390716,-173.7027363324234,66,0.0,0.0,-100.94404462836555,-163.39212902424592,0.0,-72.75869170405785,3.3333333333333335
train_all_rf_depth3_h30_edge2.5_p0.6,train_all,rf_depth3,30,2.5,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth3_h120_edge10_p0.6,recent_6m,rf_depth3,120,10.0,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth3_h120_edge10_p0.7,recent_6m,rf_depth3,120,10.0,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth4_h120_edge10_p0.5,recent_6m,rf_depth4,120,10.0,0.5,0.4207307464736903,0.3333333333333333,0.3333333333333333,0.017191977077363897,0.020118706508391322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,32.32919284588576,19.403515645709323,12.925677200176438,14,-19.602797252096238,27.074557042381468,-46.6773542944777,10,259.94167822501527,68.11162632640936,191.8300518986059,40,322.5153730651886,180.0111086400915,142.50426442509718,86,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,595.1834468839934,294.6008076545916,300.5826392294018,150,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth4_h120_edge10_p0.6,recent_6m,rf_depth4,120,10.0,0.6,0.3377259757260396,0.3333333333333333,0.3333333333333333,0.001268931641424478,0.00012279983626688497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,82.63939797219955,76.01487547067053,6.624522501529019,42,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,82.63939797219955,76.01487547067053,6.624522501529026,42,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_1m_rf_depth4_h120_edge10_p0.6,recent_1m,rf_depth4,120,10.0,0.6,0.8016102850301338,0.3333333333333333,0.33576525694104564,0.06641781439052645,0.09473548719268889,0.0,0.0,0.009124744867331011,0.0029415295953896027,0.0,0.0,0.0,0,0.0,0.0,0.0,0,36.29633299714996,23.579736718481183,12.71659627866878,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-2.683685719002682,2.0124324079599227,-4.696118126962605,6,-114.38762318120688,7.0621526379682695,-121.44977581917516,8,-24.21129037704084,50.36165036469211,-74.57294074173296,22,326.6226836559216,198.7879740709172,127.8347095850044,118,0.0,0.0,0.0,0,-117.61731267558417,61.68121757381286,-179.29853024939706,36,10.544108876944236,30.30262590935668,-19.75851703241245,18,0.0,0.0,0.0,0,221.63641737582117,281.8039462000187,-60.16752882419752,162,0.0,0.0,0.0,0,-107.07320379863994,91.98384348316952,-199.0570472818095,54,0.0,0.0,15.073823567790779,-199.0570472818095,0.0,-214.13087084960029,3.3333333333333335
train_all_rf_depth2_h30_edge2.5_p0.6,train_all,rf_depth2,30,2.5,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
