hedge,signal_price,signal_kind,hedge_frac,mode,threshold_bps,exit_bps,max_hold,jan_net_bps,jan_gross_bps,jan_cost_bps,jan_trades,jan_avgpos,feb_net_bps,feb_gross_bps,feb_cost_bps,feb_trades,feb_avgpos,train_net_bps,train_gross_bps,train_cost_bps,train_trades,train_avgpos,test_net_bps,test_gross_bps,test_cost_bps,test_trades,test_avgpos
official8,micro,raw,1.0,threshold,150,25,390,-462.1992671973786,-91.39530806191596,370.80395913546266,38,0.9473412493546721,-446.18931156230445,-76.69639544786972,369.49291611443476,36,0.9448078495502862,-908.3885787596829,-168.0917035097855,740.2968752498973,74,0.9461089752088029,-88.82761700137077,157.9291980895702,246.756815090941,27,0.6215482652820392
official8,micro,raw,1.0,threshold,200,0,60,-1708.315050979573,-26.468845699996866,1681.8462052795762,264,0.924496644295302,-1706.4023201294838,-120.85563517546619,1585.5466849540173,240,0.8868901608067593,-3414.7173711090563,-147.32448087546288,3267.392890233594,504,0.9062044279464404,-808.8599062553426,98.24145729502675,907.1013635503692,129,0.4149162143025726
official8,micro,raw,1.0,threshold,200,0,390,-407.0856817842279,-41.59609878024767,365.48958300398016,38,0.9395973154362416,-446.18931156230445,-76.69639544786972,369.49291611443476,36,0.9448078495502862,-853.2749933465323,-118.29249422811719,734.982499118415,74,0.9421317778072384,-156.26950500970457,25.0267755728907,181.29628058259524,19,0.45279679018173236
official8,micro,raw,1.0,threshold,200,25,60,-1708.315050979573,-26.468845699996866,1681.8462052795762,264,0.924496644295302,-1706.4023201294838,-120.85563517546619,1585.5466849540173,240,0.8868901608067593,-3414.7173711090563,-147.32448087546288,3267.392890233594,504,0.9062044279464404,-808.8599062553426,98.24145729502675,907.1013635503692,129,0.4149162143025726
official8,micro,raw,1.0,threshold,200,25,390,-407.0856817842279,-41.59609878024767,365.48958300398016,38,0.9395973154362416,-446.18931156230445,-76.69639544786972,369.49291611443476,36,0.9448078495502862,-853.2749933465323,-118.29249422811719,734.982499118415,74,0.9421317778072384,-156.26950500970457,25.0267755728907,181.29628058259524,19,0.45279679018173236
official8,micro,roll_center,0.0,threshold,50,0,60,-689.877948303782,-402.4388275581181,287.4391207456639,188,0.6702374806401652,-341.19754870229383,14.03724388156391,355.2347925838579,220,0.8205233033524121,-1031.075497006076,-388.4015836765542,642.6739133295217,408,0.7433381943523797,-524.6593051980509,-95.80357824090946,428.8557269571415,240,0.7796790181732358
official8,micro,roll_center,0.0,threshold,50,0,390,-478.1730265821628,-375.35097725241326,102.82204932974948,32,0.7777490965410429,-232.49715015505285,-110.7658225570951,121.73132759795774,36,0.8979285908967021,-710.6701767372156,-486.1167998095084,224.5533769277072,68,0.8362057536789076,-279.3370698701916,-133.8921510442681,145.44491882592345,40,0.8578003304224687
official8,micro,roll_center,0.0,threshold,50,25,60,-680.5236423825255,-373.06300985421535,307.4606325283101,188,0.6606866288074342,-568.6190580605279,-188.70874411122784,379.9103139493002,220,0.7998092123194331,-1249.1427004430536,-561.7717539654432,687.3709464776102,408,0.728357417473154,-518.9943580580081,-90.13779251290543,428.8565655451026,240,0.7736606089214066
official8,micro,roll_center,0.0,threshold,50,25,390,-441.9629911520984,-301.10650005217286,140.85649109992556,34,0.7006969540526587,-391.91320581975117,-235.53200738278156,156.3811984369696,42,0.8239302262196784,-833.8761969718496,-536.6385074349545,297.23768953689523,76,0.7606390030491846,-174.82182689619174,-28.99537535030916,145.82645154588255,42,0.8022185508614585
official8,micro,roll_center,0.0,threshold,100,0,60,-347.33071737757945,-160.07063943731305,187.26007794026643,102,0.37312854930304595,-309.94744486825937,-27.632463921474226,282.31498094678534,134,0.4971381847914963,-657.278162245839,-187.70310335878725,469.57505888705174,236,0.4334482301471563,29.579104641733466,346.41173810206817,316.8326334603347,176,0.5686806702855794
