pair,stock,beta,entry_z,exit_z,max_holding_minutes,stop_z,sample,gross_bps,cost_bps,net_bps,num_trades,win_rate,avg_holding_minutes
XLK-CRM,CRM,0.0106656987520821,2.0,1.0,240,,test,552.9074169234166,1059.0274163209679,-506.11999939755145,27,0.37037037037037035,113.48148148148148
XLK-CRM,CRM,0.0106656987520821,2.0,1.0,240,,train,619.3240275901843,536.7608927953863,82.56313479479788,17,0.5882352941176471,138.47058823529412
XLK-CRM,CRM,0.0106656987520821,2.0,1.0,240,,validation,300.7165869211911,279.84799235987447,20.868594561316684,11,0.45454545454545453,157.0
XLK-CRM,CRM,0.0106656987520821,2.0,1.25,-1,,test,850.3410088600779,1326.278486890317,-475.93747803023905,25,0.48,118.08
XLK-CRM,CRM,0.0106656987520821,2.0,1.25,-1,,train,565.2504893912487,420.5759832635251,144.67450612772367,15,0.6666666666666666,139.13333333333333
XLK-CRM,CRM,0.0106656987520821,2.0,1.25,-1,,validation,371.4236687571945,270.8052606797946,100.61840807739995,9,0.4444444444444444,183.0
XLK-CRM,CRM,0.0106656987520821,2.0,1.25,30,,test,714.0859671915995,1288.3082603454186,-574.2222931538191,86,0.37209302325581395,26.127906976744185
XLK-CRM,CRM,0.0106656987520821,2.0,1.25,30,,train,461.2684224650239,544.2932193664964,-83.02479690147257,45,0.4888888888888889,27.488888888888887
XLK-CRM,CRM,0.0106656987520821,2.0,1.25,30,,validation,442.4914555496907,363.7893424586583,78.70211309103236,34,0.5882352941176471,27.794117647058822
XLK-CRM,CRM,0.0106656987520821,2.0,1.25,60,,test,433.51846442117255,1115.6863919742077,-682.1679275530352,51,0.35294117647058826,47.15686274509804
XLK-CRM,CRM,0.0106656987520821,2.0,1.25,60,,train,531.6526322262307,473.93464801908476,57.71798420714589,30,0.6,49.1
XLK-CRM,CRM,0.0106656987520821,2.0,1.25,60,,validation,325.1767517189231,283.2187124056659,41.95803931325727,21,0.5714285714285714,50.095238095238095
XLK-CRM,CRM,0.0106656987520821,2.0,1.25,120,,test,550.3183708716338,1085.5838851998897,-535.2655143282559,36,0.3888888888888889,74.25
XLK-CRM,CRM,0.0106656987520821,2.0,1.25,120,,train,517.8823503506119,461.4683719095277,56.41397844108421,21,0.47619047619047616,81.61904761904762
XLK-CRM,CRM,0.0106656987520821,2.0,1.25,120,,validation,276.6836964747293,285.93701482105536,-9.253318346326061,14,0.5,84.92857142857143
XLK-CRM,CRM,0.0106656987520821,2.0,1.25,240,,test,663.0625744971309,1172.3225152479918,-509.2599407508609,27,0.4074074074074074,103.96296296296296
XLK-CRM,CRM,0.0106656987520821,2.0,1.25,240,,train,573.1950269325486,436.01548022044665,137.17954671210188,17,0.6470588235294118,118.52941176470588
XLK-CRM,CRM,0.0106656987520821,2.0,1.25,240,,validation,317.2057234038713,282.48192537318533,34.72379803068598,11,0.5454545454545454,135.0
XLK-CRM,CRM,0.0106656987520821,2.25,0.0,-1,,test,279.5470203489547,669.904820920667,-390.3578005717123,17,0.4117647058823529,173.8235294117647
XLK-CRM,CRM,0.0106656987520821,2.25,0.0,-1,,train,291.80346001934805,139.3940254771633,152.40943454218473,7,0.2857142857142857,274.57142857142856
XLK-CRM,CRM,0.0106656987520821,2.25,0.0,-1,,validation,400.10815400917954,444.39066755403314,-44.28251354485354,5,0.4,270.8
XLK-CRM,CRM,0.0106656987520821,2.25,0.0,30,,test,484.16462425174217,834.9242918733074,-350.7596676215652,65,0.4,27.50769230769231
XLK-CRM,CRM,0.0106656987520821,2.25,0.0,30,,train,335.2404356482464,232.1705311863717,103.06990446187469,19,0.5263157894736842,28.473684210526315
XLK-CRM,CRM,0.0106656987520821,2.25,0.0,30,,validation,215.0246700299371,318.53753322068223,-103.51286319074515,21,0.47619047619047616,28.61904761904762
XLK-CRM,CRM,0.0106656987520821,2.25,0.0,60,,test,532.5615162315366,935.1418650482807,-402.580348816744,39,0.3333333333333333,52.205128205128204
XLK-CRM,CRM,0.0106656987520821,2.25,0.0,60,,train,351.3019871936364,183.89647962099014,167.40550757264634,13,0.6923076923076923,55.53846153846154
XLK-CRM,CRM,0.0106656987520821,2.25,0.0,60,,validation,193.90715327331674,299.5353429430963,-105.62818966977949,13,0.46153846153846156,55.46153846153846
XLK-CRM,CRM,0.0106656987520821,2.25,0.0,120,,test,390.14154778153323,729.296264614304,-339.1547168327708,28,0.39285714285714285,83.53571428571429
XLK-CRM,CRM,0.0106656987520821,2.25,0.0,120,,train,307.193343003671,161.77628355065747,145.41705945301345,11,0.5454545454545454,102.0909090909091
XLK-CRM,CRM,0.0106656987520821,2.25,0.0,120,,validation,223.23547483022753,231.44084105794724,-8.205366227719665,8,0.375,105.125
XLK-CRM,CRM,0.0106656987520821,2.25,0.0,240,,test,255.93118129716524,651.5684353961639,-395.6372540989986,20,0.4,138.15
XLK-CRM,CRM,0.0106656987520821,2.25,0.0,240,,train,70.25260258710605,138.58431236733063,-68.33170978022456,7,0.14285714285714285,212.28571428571428
XLK-CRM,CRM,0.0106656987520821,2.25,0.0,240,,validation,265.6515890882415,240.51631380225353,25.135275285987987,6,0.5,180.83333333333334
XLK-CRM,CRM,0.0106656987520821,2.25,0.25,-1,,test,471.42926552713936,823.2564055620519,-351.8271400349125,17,0.4117647058823529,156.52941176470588
XLK-CRM,CRM,0.0106656987520821,2.25,0.25,-1,,train,340.68361512647795,284.3944192964224,56.289195830055554,7,0.2857142857142857,226.57142857142858
XLK-CRM,CRM,0.0106656987520821,2.25,0.25,-1,,validation,400.10815400917954,444.39066755403314,-44.28251354485354,5,0.4,270.8
XLK-CRM,CRM,0.0106656987520821,2.25,0.25,30,,test,489.5074981465033,831.5315799895471,-342.02408184304375,65,0.4,27.307692307692307
XLK-CRM,CRM,0.0106656987520821,2.25,0.25,30,,train,480.06851584153696,378.76074727903773,101.30776856249925,19,0.5263157894736842,28.263157894736842
XLK-CRM,CRM,0.0106656987520821,2.25,0.25,30,,validation,215.0246700299371,318.53753322068223,-103.51286319074515,21,0.47619047619047616,28.61904761904762
XLK-CRM,CRM,0.0106656987520821,2.25,0.25,60,,test,542.0144997023089,939.8977772140963,-397.88327751178747,39,0.3333333333333333,51.30769230769231
XLK-CRM,CRM,0.0106656987520821,2.25,0.25,60,,train,493.0628989730149,321.8523760718105,171.21052290120446,13,0.7692307692307693,55.30769230769231
XLK-CRM,CRM,0.0106656987520821,2.25,0.25,60,,validation,193.90715327331674,299.5353429430963,-105.62818966977949,13,0.46153846153846156,55.46153846153846
XLK-CRM,CRM,0.0106656987520821,2.25,0.25,120,,test,397.4999550483359,734.0610488153809,-336.561093767045,28,0.39285714285714285,82.5
XLK-CRM,CRM,0.0106656987520821,2.25,0.25,120,,train,369.4387210540669,301.1966351117466,68.24208594232022,11,0.5454545454545454,96.36363636363636
XLK-CRM,CRM,0.0106656987520821,2.25,0.25,120,,validation,223.23547483022753,231.44084105794724,-8.205366227719665,8,0.375,105.125
XLK-CRM,CRM,0.0106656987520821,2.25,0.25,240,,test,324.74561861312856,656.426300194553,-331.6806815814245,20,0.4,130.7
XLK-CRM,CRM,0.0106656987520821,2.25,0.25,240,,train,150.56303397552665,283.6317670345087,-133.068733058982,7,0.14285714285714285,186.14285714285714
XLK-CRM,CRM,0.0106656987520821,2.25,0.25,240,,validation,265.6515890882415,240.51631380225353,25.135275285987987,6,0.5,180.83333333333334
XLK-CRM,CRM,0.0106656987520821,2.25,0.5,-1,,test,515.0523091599853,822.8391732660672,-307.78686410608196,17,0.4117647058823529,151.58823529411765
XLK-CRM,CRM,0.0106656987520821,2.25,0.5,-1,,train,317.33335265038653,284.64805283798415,32.685299812402356,7,0.2857142857142857,225.85714285714286
XLK-CRM,CRM,0.0106656987520821,2.25,0.5,-1,,validation,400.10815400917954,444.39066755403314,-44.28251354485354,5,0.4,270.8
XLK-CRM,CRM,0.0106656987520821,2.25,0.5,30,,test,489.5074981465033,831.5315799895471,-342.02408184304375,65,0.4,27.307692307692307
XLK-CRM,CRM,0.0106656987520821,2.25,0.5,30,,train,480.06851584153696,378.76074727903773,101.30776856249925,19,0.5263157894736842,28.263157894736842
XLK-CRM,CRM,0.0106656987520821,2.25,0.5,30,,validation,215.0246700299371,318.53753322068223,-103.51286319074515,21,0.47619047619047616,28.61904761904762
XLK-CRM,CRM,0.0106656987520821,2.25,0.5,60,,test,532.0909526168067,939.4409778303283,-407.3500252135216,39,0.3333333333333333,51.282051282051285
XLK-CRM,CRM,0.0106656987520821,2.25,0.5,60,,train,493.0628989730149,321.8523760718105,171.21052290120446,13,0.7692307692307693,55.30769230769231
XLK-CRM,CRM,0.0106656987520821,2.25,0.5,60,,validation,193.90715327331674,299.5353429430963,-105.62818966977949,13,0.46153846153846156,55.46153846153846
XLK-CRM,CRM,0.0106656987520821,2.25,0.5,120,,test,387.5764079628338,733.604249431613,-346.0278414687791,28,0.39285714285714285,82.46428571428571
XLK-CRM,CRM,0.0106656987520821,2.25,0.5,120,,train,369.4387210540669,301.1966351117466,68.24208594232022,11,0.5454545454545454,96.36363636363636
XLK-CRM,CRM,0.0106656987520821,2.25,0.5,120,,validation,223.23547483022753,231.44084105794724,-8.205366227719665,8,0.375,105.125
XLK-CRM,CRM,0.0106656987520821,2.25,0.5,240,,test,358.59858002995134,656.3636162391774,-297.7650362092261,20,0.4,126.65
XLK-CRM,CRM,0.0106656987520821,2.25,0.5,240,,train,150.56303397552665,283.6317670345087,-133.068733058982,7,0.14285714285714285,186.14285714285714
XLK-CRM,CRM,0.0106656987520821,2.25,0.5,240,,validation,265.6515890882415,240.51631380225353,25.135275285987987,6,0.5,180.83333333333334
XLK-CRM,CRM,0.0106656987520821,2.25,0.75,-1,,test,569.5119716583482,922.8989291495521,-353.386957491204,17,0.4117647058823529,146.11764705882354
XLK-CRM,CRM,0.0106656987520821,2.25,0.75,-1,,train,327.31899037317,291.69300525403827,35.62598511913169,7,0.42857142857142855,184.28571428571428
XLK-CRM,CRM,0.0106656987520821,2.25,0.75,-1,,validation,400.10815400917954,444.39066755403314,-44.28251354485354,5,0.4,270.8
XLK-CRM,CRM,0.0106656987520821,2.25,0.75,30,,test,463.13038487042127,826.7497960374254,-363.61941116700416,65,0.4,27.276923076923076
XLK-CRM,CRM,0.0106656987520821,2.25,0.75,30,,train,482.59494522557026,378.8042762401941,103.79066898537617,19,0.5263157894736842,26.736842105263158
XLK-CRM,CRM,0.0106656987520821,2.25,0.75,30,,validation,215.0246700299371,318.53753322068223,-103.51286319074515,21,0.47619047619047616,28.61904761904762
XLK-CRM,CRM,0.0106656987520821,2.25,0.75,60,,test,489.8017886469095,934.840929802425,-445.0391411555155,39,0.3333333333333333,51.02564102564103
XLK-CRM,CRM,0.0106656987520821,2.25,0.75,60,,train,495.1703300228204,322.2083831492423,172.9619468735781,13,0.7692307692307693,50.76923076923077
XLK-CRM,CRM,0.0106656987520821,2.25,0.75,60,,validation,193.90715327331674,299.5353429430963,-105.62818966977949,13,0.46153846153846156,55.46153846153846
XLK-CRM,CRM,0.0106656987520821,2.25,0.75,120,,test,345.2872439929365,729.0042014037095,-383.71695741077303,28,0.39285714285714285,82.10714285714286
XLK-CRM,CRM,0.0106656987520821,2.25,0.75,120,,train,379.0153894485946,301.29799847232465,77.71739097626991,11,0.6363636363636364,85.54545454545455
XLK-CRM,CRM,0.0106656987520821,2.25,0.75,120,,validation,223.23547483022753,231.44084105794724,-8.205366227719665,8,0.375,105.125
XLK-CRM,CRM,0.0106656987520821,2.25,0.75,240,,test,429.41365586462075,770.456216472997,-341.0425606083762,20,0.4,122.85
XLK-CRM,CRM,0.0106656987520821,2.25,0.75,240,,train,209.8482211443704,284.08185390180876,-74.23363275743837,7,0.2857142857142857,152.0
XLK-CRM,CRM,0.0106656987520821,2.25,0.75,240,,validation,265.6515890882415,240.51631380225353,25.135275285987987,6,0.5,180.83333333333334
XLK-CRM,CRM,0.0106656987520821,2.25,1.0,-1,,test,562.7157507684907,942.6604625265996,-379.944711758109,17,0.4117647058823529,143.47058823529412
XLK-CRM,CRM,0.0106656987520821,2.25,1.0,-1,,train,440.6432474436799,285.5731749183886,155.07007252529132,8,0.5,150.375
XLK-CRM,CRM,0.0106656987520821,2.25,1.0,-1,,validation,503.5029703200761,664.6233293701318,-161.12035905005575,5,0.4,268.8
XLK-CRM,CRM,0.0106656987520821,2.25,1.0,30,,test,453.8293402056928,814.3514167241749,-360.5220765184821,65,0.4,27.246153846153845
XLK-CRM,CRM,0.0106656987520821,2.25,1.0,30,,train,482.59494522557026,378.8042762401941,103.79066898537617,19,0.5263157894736842,26.736842105263158
XLK-CRM,CRM,0.0106656987520821,2.25,1.0,30,,validation,215.0246700299371,318.53753322068223,-103.51286319074515,21,0.47619047619047616,28.61904761904762
XLK-CRM,CRM,0.0106656987520821,2.25,1.0,60,,test,468.13212595248956,937.6329199380287,-469.5007939855391,39,0.3333333333333333,50.94871794871795
XLK-CRM,CRM,0.0106656987520821,2.25,1.0,60,,train,495.1703300228204,322.2083831492423,172.9619468735781,13,0.7692307692307693,50.76923076923077
XLK-CRM,CRM,0.0106656987520821,2.25,1.0,60,,validation,193.90715327331674,299.5353429430963,-105.62818966977949,13,0.46153846153846156,55.46153846153846
XLK-CRM,CRM,0.0106656987520821,2.25,1.0,120,,test,323.61758129851665,731.7961915393133,-408.17861024079673,28,0.39285714285714285,82.0
XLK-CRM,CRM,0.0106656987520821,2.25,1.0,120,,train,391.8958329138624,301.34062634479517,90.55520656906722,11,0.6363636363636364,81.45454545454545
XLK-CRM,CRM,0.0106656987520821,2.25,1.0,120,,validation,223.23547483022753,231.44084105794724,-8.205366227719665,8,0.375,105.125
XLK-CRM,CRM,0.0106656987520821,2.25,1.0,240,,test,422.6174349747632,790.2177498500445,-367.6003148752813,20,0.4,120.6
XLK-CRM,CRM,0.0106656987520821,2.25,1.0,240,,train,437.0586451432471,284.93319776807783,152.12544737516922,8,0.5,129.5
XLK-CRM,CRM,0.0106656987520821,2.25,1.0,240,,validation,265.6515890882415,240.51631380225353,25.135275285987987,6,0.5,180.83333333333334
XLK-CRM,CRM,0.0106656987520821,2.25,1.25,-1,,test,638.5698225059023,1068.9810932900339,-430.41127078413166,18,0.3888888888888889,131.33333333333334
XLK-CRM,CRM,0.0106656987520821,2.25,1.25,-1,,train,397.80355810942973,300.70941276740797,97.09414534202175,8,0.5,148.5
XLK-CRM,CRM,0.0106656987520821,2.25,1.25,-1,,validation,359.85758379997503,244.9000978799821,114.95748591999296,5,0.6,171.6
XLK-CRM,CRM,0.0106656987520821,2.25,1.25,30,,test,527.775795488389,964.7421496015004,-436.96635411311144,65,0.4,26.50769230769231
XLK-CRM,CRM,0.0106656987520821,2.25,1.25,30,,train,482.59494522557026,378.8042762401941,103.79066898537617,19,0.5263157894736842,26.736842105263158
XLK-CRM,CRM,0.0106656987520821,2.25,1.25,30,,validation,215.0246700299371,318.53753322068223,-103.51286319074515,21,0.47619047619047616,28.61904761904762
XLK-CRM,CRM,0.0106656987520821,2.25,1.25,60,,test,445.95062844701647,940.1382184225533,-494.1875899755368,39,0.3333333333333333,49.743589743589745
XLK-CRM,CRM,0.0106656987520821,2.25,1.25,60,,train,495.1703300228204,322.2083831492423,172.9619468735781,13,0.7692307692307693,50.76923076923077
XLK-CRM,CRM,0.0106656987520821,2.25,1.25,60,,validation,193.90715327331674,299.5353429430963,-105.62818966977949,13,0.46153846153846156,55.46153846153846
XLK-CRM,CRM,0.0106656987520821,2.25,1.25,120,,test,297.38721847862405,734.0367410524965,-436.64952257387245,28,0.39285714285714285,80.10714285714286
XLK-CRM,CRM,0.0106656987520821,2.25,1.25,120,,train,367.20972822438796,301.2935954867462,65.9161327376417,11,0.6363636363636364,80.27272727272727
XLK-CRM,CRM,0.0106656987520821,2.25,1.25,120,,validation,238.62866316010718,231.14865914240508,7.480004017702143,8,0.375,99.75
XLK-CRM,CRM,0.0106656987520821,2.25,1.25,240,,test,500.82819405847374,915.3378478026818,-414.5096537442081,20,0.4,116.9
XLK-CRM,CRM,0.0106656987520821,2.25,1.25,240,,train,394.21895580899684,300.0694356170972,94.14952019189965,8,0.5,127.625
XLK-CRM,CRM,0.0106656987520821,2.25,1.25,240,,validation,349.34579469053455,246.43287793919535,102.91291675133928,6,0.6666666666666666,142.83333333333334
XLK-CRM,CRM,0.0106656987520821,2.5,0.0,-1,,test,165.51630766733737,492.62167898051956,-327.1053713131822,13,0.38461538461538464,176.76923076923077
XLK-CRM,CRM,0.0106656987520821,2.5,0.0,-1,,train,280.25389125627214,124.00817712483355,156.2457141314386,4,0.5,250.25
XLK-CRM,CRM,0.0106656987520821,2.5,0.0,-1,,validation,329.80492616229037,253.10798968081062,76.69693648147975,4,0.75,335.25
XLK-CRM,CRM,0.0106656987520821,2.5,0.0,30,,test,643.3578540148802,781.3856605838774,-138.02780656899716,44,0.4318181818181818,27.431818181818183
XLK-CRM,CRM,0.0106656987520821,2.5,0.0,30,,train,146.34248535371745,162.16714195358674,-15.824656599869314,7,0.5714285714285714,30.0
XLK-CRM,CRM,0.0106656987520821,2.5,0.0,30,,validation,56.21288345101127,102.2025466144873,-45.989663163475996,16,0.5,30.0
XLK-CRM,CRM,0.0106656987520821,2.5,0.0,60,,test,422.69192539696706,671.6816961007638,-248.98977070379675,26,0.34615384615384615,51.76923076923077
XLK-CRM,CRM,0.0106656987520821,2.5,0.0,60,,train,180.56385191177125,141.40857605303808,39.155275858733184,5,0.8,56.0
XLK-CRM,CRM,0.0106656987520821,2.5,0.0,60,,validation,-34.13265134514116,75.6803431920069,-109.81299453714807,10,0.4,60.0
XLK-CRM,CRM,0.0106656987520821,2.5,0.0,120,,test,597.8054249684672,1008.7180525647829,-410.9126275963157,20,0.35,81.2
XLK-CRM,CRM,0.0106656987520821,2.5,0.0,120,,train,234.65915577719807,123.09255285793935,111.56660291925874,4,0.5,100.0
XLK-CRM,CRM,0.0106656987520821,2.5,0.0,120,,validation,21.751802542830113,35.63257141925669,-13.880768876426565,6,0.3333333333333333,120.0
XLK-CRM,CRM,0.0106656987520821,2.5,0.0,240,,test,138.007465752224,505.3041253597498,-367.2966596075258,16,0.3125,134.6875
XLK-CRM,CRM,0.0106656987520821,2.5,0.0,240,,train,186.7227676321704,123.67574903447648,63.04701859769391,4,0.5,190.0
XLK-CRM,CRM,0.0106656987520821,2.5,0.0,240,,validation,202.9510123476944,53.10057226367245,149.85044008402195,5,0.6,216.6
XLK-CRM,CRM,0.0106656987520821,2.5,0.25,-1,,test,217.1510298918038,492.41706825829255,-275.2660383664888,13,0.38461538461538464,155.69230769230768
XLK-CRM,CRM,0.0106656987520821,2.5,0.25,-1,,train,265.98189972582736,269.59396361404004,-3.6120638882126386,4,0.5,184.25
XLK-CRM,CRM,0.0106656987520821,2.5,0.25,-1,,validation,329.80492616229037,253.10798968081062,76.69693648147975,4,0.75,335.25
XLK-CRM,CRM,0.0106656987520821,2.5,0.25,30,,test,643.3578540148802,781.3856605838774,-138.02780656899716,44,0.4318181818181818,27.431818181818183
XLK-CRM,CRM,0.0106656987520821,2.5,0.25,30,,train,281.4605332359223,309.0759810669669,-27.615447831044612,7,0.5714285714285714,28.857142857142858
XLK-CRM,CRM,0.0106656987520821,2.5,0.25,30,,validation,56.21288345101127,102.2025466144873,-45.989663163475996,16,0.5,30.0
XLK-CRM,CRM,0.0106656987520821,2.5,0.25,60,,test,422.69192539696706,671.6816961007638,-248.98977070379675,26,0.34615384615384615,51.76923076923077
XLK-CRM,CRM,0.0106656987520821,2.5,0.25,60,,train,313.7679381197018,288.34537937383357,25.422558745868205,5,0.8,54.6
XLK-CRM,CRM,0.0106656987520821,2.5,0.25,60,,validation,-34.13265134514116,75.6803431920069,-109.81299453714807,10,0.4,60.0
XLK-CRM,CRM,0.0106656987520821,2.5,0.25,120,,test,613.8933612037874,1008.848631138859,-394.9552699350716,20,0.35,80.45
XLK-CRM,CRM,0.0106656987520821,2.5,0.25,120,,train,310.33733521402263,269.98935585615936,40.347979357863224,4,0.5,83.25
XLK-CRM,CRM,0.0106656987520821,2.5,0.25,120,,validation,21.751802542830113,35.63257141925669,-13.880768876426565,6,0.3333333333333333,120.0
XLK-CRM,CRM,0.0106656987520821,2.5,0.25,240,,test,224.6288502504084,500.22062944043887,-275.5917791900305,16,0.3125,126.25
XLK-CRM,CRM,0.0106656987520821,2.5,0.25,240,,train,260.15025779484756,270.6348679904084,-10.484610195560855,4,0.5,143.25
XLK-CRM,CRM,0.0106656987520821,2.5,0.25,240,,validation,202.9510123476944,53.10057226367245,149.85044008402195,5,0.6,216.6
XLK-CRM,CRM,0.0106656987520821,2.5,0.5,-1,,test,260.7740735246497,491.9998359623079,-231.22576243765823,13,0.38461538461538464,149.23076923076923
XLK-CRM,CRM,0.0106656987520821,2.5,0.5,-1,,train,265.98189972582736,269.59396361404004,-3.6120638882126386,4,0.5,184.25
XLK-CRM,CRM,0.0106656987520821,2.5,0.5,-1,,validation,329.80492616229037,253.10798968081062,76.69693648147975,4,0.75,335.25
XLK-CRM,CRM,0.0106656987520821,2.5,0.5,30,,test,643.3578540148802,781.3856605838774,-138.02780656899716,44,0.4318181818181818,27.431818181818183
XLK-CRM,CRM,0.0106656987520821,2.5,0.5,30,,train,281.4605332359223,309.0759810669669,-27.615447831044612,7,0.5714285714285714,28.857142857142858
XLK-CRM,CRM,0.0106656987520821,2.5,0.5,30,,validation,56.21288345101127,102.2025466144873,-45.989663163475996,16,0.5,30.0
XLK-CRM,CRM,0.0106656987520821,2.5,0.5,60,,test,422.69192539696706,671.6816961007638,-248.98977070379675,26,0.34615384615384615,51.76923076923077
XLK-CRM,CRM,0.0106656987520821,2.5,0.5,60,,train,313.7679381197018,288.34537937383357,25.422558745868205,5,0.8,54.6
XLK-CRM,CRM,0.0106656987520821,2.5,0.5,60,,validation,-34.13265134514116,75.6803431920069,-109.81299453714807,10,0.4,60.0
XLK-CRM,CRM,0.0106656987520821,2.5,0.5,120,,test,603.9698141182853,1008.3918317550911,-404.4220176368057,20,0.35,80.4
XLK-CRM,CRM,0.0106656987520821,2.5,0.5,120,,train,310.33733521402263,269.98935585615936,40.347979357863224,4,0.5,83.25
XLK-CRM,CRM,0.0106656987520821,2.5,0.5,120,,validation,21.751802542830113,35.63257141925669,-13.880768876426565,6,0.3333333333333333,120.0
XLK-CRM,CRM,0.0106656987520821,2.5,0.5,240,,test,262.8189346016289,499.5187451948702,-236.69981059324132,16,0.3125,121.0625
XLK-CRM,CRM,0.0106656987520821,2.5,0.5,240,,train,260.15025779484756,270.6348679904084,-10.484610195560855,4,0.5,143.25
XLK-CRM,CRM,0.0106656987520821,2.5,0.5,240,,validation,202.9510123476944,53.10057226367245,149.85044008402195,5,0.6,216.6
XLK-CRM,CRM,0.0106656987520821,2.5,0.75,-1,,test,229.94714934704172,491.835306171874,-261.88815682483227,13,0.38461538461538464,148.3846153846154
XLK-CRM,CRM,0.0106656987520821,2.5,0.75,-1,,train,299.1373198980026,270.06371786696366,29.07360203103898,4,0.75,114.5
XLK-CRM,CRM,0.0106656987520821,2.5,0.75,-1,,validation,329.80492616229037,253.10798968081062,76.69693648147975,4,0.75,335.25
XLK-CRM,CRM,0.0106656987520821,2.5,0.75,30,,test,643.3578540148802,781.3856605838774,-138.02780656899716,44,0.4318181818181818,27.431818181818183
XLK-CRM,CRM,0.0106656987520821,2.5,0.75,30,,train,283.9869626199556,309.1195100281233,-25.13254740816769,7,0.5714285714285714,24.714285714285715
XLK-CRM,CRM,0.0106656987520821,2.5,0.75,30,,validation,56.21288345101127,102.2025466144873,-45.989663163475996,16,0.5,30.0
XLK-CRM,CRM,0.0106656987520821,2.5,0.75,60,,test,422.69192539696706,671.6816961007638,-248.98977070379675,26,0.34615384615384615,51.76923076923077
XLK-CRM,CRM,0.0106656987520821,2.5,0.75,60,,train,315.8753691695073,288.70138645126536,27.173982718241877,5,0.8,42.8
XLK-CRM,CRM,0.0106656987520821,2.5,0.75,60,,validation,-34.13265134514116,75.6803431920069,-109.81299453714807,10,0.4,60.0
XLK-CRM,CRM,0.0106656987520821,2.5,0.75,120,,test,588.0577634244701,1008.5735676793093,-420.5158042548393,20,0.35,80.0
XLK-CRM,CRM,0.0106656987520821,2.5,0.75,120,,train,319.91400360855033,270.0907192167374,49.823284391812905,4,0.75,53.5
XLK-CRM,CRM,0.0106656987520821,2.5,0.75,120,,validation,21.751802542830113,35.63257141925669,-13.880768876426565,6,0.3333333333333333,120.0
XLK-CRM,CRM,0.0106656987520821,2.5,0.75,240,,test,231.99201042402095,499.3542154044363,-267.36220498041536,16,0.3125,120.375
XLK-CRM,CRM,0.0106656987520821,2.5,0.75,240,,train,319.4354449636913,271.0849548577085,48.35049010598277,4,0.75,83.5
XLK-CRM,CRM,0.0106656987520821,2.5,0.75,240,,validation,202.9510123476944,53.10057226367245,149.85044008402195,5,0.6,216.6
XLK-CRM,CRM,0.0106656987520821,2.5,1.0,-1,,test,229.7144828766648,508.65921652915006,-278.94473365248524,13,0.38461538461538464,145.0
XLK-CRM,CRM,0.0106656987520821,2.5,1.0,-1,,train,299.1373198980026,270.06371786696366,29.07360203103898,4,0.75,114.5
XLK-CRM,CRM,0.0106656987520821,2.5,1.0,-1,,validation,433.1997424731869,473.34065149690935,-40.14090902372243,4,0.5,332.75
XLK-CRM,CRM,0.0106656987520821,2.5,1.0,30,,test,643.3578540148802,781.3856605838774,-138.02780656899716,44,0.4318181818181818,27.431818181818183
XLK-CRM,CRM,0.0106656987520821,2.5,1.0,30,,train,283.9869626199556,309.1195100281233,-25.13254740816769,7,0.5714285714285714,24.714285714285715
XLK-CRM,CRM,0.0106656987520821,2.5,1.0,30,,validation,56.21288345101127,102.2025466144873,-45.989663163475996,16,0.5,30.0
XLK-CRM,CRM,0.0106656987520821,2.5,1.0,60,,test,433.1385768864806,688.2438703517148,-255.10529346523424,26,0.34615384615384615,51.07692307692308
XLK-CRM,CRM,0.0106656987520821,2.5,1.0,60,,train,315.8753691695073,288.70138645126536,27.173982718241877,5,0.8,42.8
XLK-CRM,CRM,0.0106656987520821,2.5,1.0,60,,validation,-34.13265134514116,75.6803431920069,-109.81299453714807,10,0.4,60.0
XLK-CRM,CRM,0.0106656987520821,2.5,1.0,120,,test,572.9516551495308,1008.4279347951416,-435.4762796456108,20,0.35,79.9
XLK-CRM,CRM,0.0106656987520821,2.5,1.0,120,,train,319.91400360855033,270.0907192167374,49.823284391812905,4,0.75,53.5
XLK-CRM,CRM,0.0106656987520821,2.5,1.0,120,,validation,21.751802542830113,35.63257141925669,-13.880768876426565,6,0.3333333333333333,120.0
XLK-CRM,CRM,0.0106656987520821,2.5,1.0,240,,test,231.75934395364405,516.1781257617124,-284.41878180806833,16,0.3125,117.625
XLK-CRM,CRM,0.0106656987520821,2.5,1.0,240,,train,319.4354449636913,271.0849548577085,48.35049010598277,4,0.75,83.5
XLK-CRM,CRM,0.0106656987520821,2.5,1.0,240,,validation,202.9510123476944,53.10057226367245,149.85044008402195,5,0.6,216.6
XLK-CRM,CRM,0.0106656987520821,2.5,1.25,-1,,test,318.01097546216715,633.1406687847727,-315.1296933226056,14,0.35714285714285715,129.57142857142858
XLK-CRM,CRM,0.0106656987520821,2.5,1.25,-1,,train,299.1373198980026,270.06371786696366,29.07360203103898,4,0.75,114.5
XLK-CRM,CRM,0.0106656987520821,2.5,1.25,-1,,validation,289.5543559530858,53.61742000675959,235.9369359463262,4,0.75,211.25
XLK-CRM,CRM,0.0106656987520821,2.5,1.25,30,,test,791.5894485483566,917.0243415167033,-125.43489296834669,44,0.45454545454545453,26.477272727272727
XLK-CRM,CRM,0.0106656987520821,2.5,1.25,30,,train,283.9869626199556,309.1195100281233,-25.13254740816769,7,0.5714285714285714,24.714285714285715
